locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
STM2237,STM2237,,2337197,2337526,-,putative inner membrane protein,Cell motility,Q8ZNI8
STM2238,STM2238,,2337823,2339154,+,putative phage protein,Function unknown,Q8ZNI7
STM2239,STM2239,,2339183,2339551,-,putative phage protein,Function unknown,Q8ZNI6
STM2240,STM2240,,2339566,2340555,-,putative cytoplasmic protein,Defense mechanisms,Q8ZNI5
STM2241,sspH2,,2340884,2343250,-,Leucine-rich repeat protein,Function unknown,P0CE12
STM2242,STM2242,,2343419,2343622,-,putative tail fiber protein of phage,No COG annotation,Q8ZNI4
STM2243,STM2243,,2343919,2344710,-,putative tail fiber protein of phage,Carbohydrate transport and metabolism,Q8ZNI3
STM2244,STM2244,,2345013,2345216,+,virulence protein MsgA-like protein,No COG annotation,Q7CQ68
STM2245,STM2245,,2345408,2345971,-,putative outer membrane protein,Function unknown,Q8ZNI2
STM2246,narP,,2346701,2347348,+,response regulator in two-component regulatory system with NarQ (or NarX),Transcription,Q8ZNI1
STM2247,ccmH,,2347392,2348435,-,putative heme lyase subunit,"Post-translational modification, protein turnover,and chaperones",Q8ZNI0
STM2248,ccmG,,2348432,2348989,-,heme lyase/disulfide oxidoreductase,Energy production and conversion,Q8XFK6
STM2249,ccmF,,2348986,2350917,-,cytochrome c-type biogenesis protein,"Post-translational modification, protein turnover,and chaperones",Q8XGT7
STM2250,ccmE,,2350914,2351393,-,periplasmic heme-dependent peroxidase,"Post-translational modification, protein turnover,and chaperones",Q8XG35
STM2251,ccmD,,2351390,2351602,-,heme exporter protein C,"Intracellular trafficking, secretion, and vesicular transport",Q7CQ65
STM2252,ccmC,,2351599,2352336,-,heme exporter protein,"Post-translational modification, protein turnover,and chaperones",Q8XGY0
STM2253,ccmB,,2352388,2353047,-,ABC superfamily (membrane) heme exporter protein,"Post-translational modification, protein turnover,and chaperones",Q8XF64
STM2254,ccmA,,2353044,2353661,-,ABC superfamily (membrane) heme exporter protein,Inorganic ion transport and metabolism,P61378
STM2255,napC,,2353682,2354284,-,periplasmic nitrate reductase,Energy production and conversion,Q8ZNH9
STM2256,napB,,2354294,2354743,-,periplasmic small subunit nitrate reductase of cytochrome C550,Energy production and conversion,Q7CQ61
STM2257,napH,,2354859,2355728,-,ferredoxin-type protein,Energy production and conversion,Q8ZNH8
STM2258,napG,,2355715,2356410,-,ferredoxin-type protein,Energy production and conversion,Q8ZNH7
STM2259,napA,,2356417,2358903,-,periplasmic large subunit nitrate reductase,Energy production and conversion,Q8ZNH6
STM2260,napD,,2358900,2359163,-,periplasmic nitrate reductase,Inorganic ion transport and metabolism,Q7CQ60
STM2261,napF,,2359153,2359644,-,ferredoxin-type protein,Energy production and conversion,Q8ZNH5
STM2262,eco,,2360058,2360552,+,ecotin,Cell wall/membrane/envelope biogenesis,Q8ZNH4
STM2263,yojI,,2360761,2362404,-,putative ABC-type multidrug/protein/lipid transport system,Inorganic ion transport and metabolism,Q8ZNH3
STM2264,alkB,,2362480,2363130,-,DNA repair system specific for alkylated DNA,"Replication, recombination and repair",P37462
STM2265,ada,,2363133,2364194,-,O6-methylguanine-DNA methyltransferase,Nucleotide transport and metabolism,P26189
STM2266,apbE,,2364275,2365327,-,putative thiamine biosynthesis lipoprotein,Coenzyme transport and metabolism,P41780
STM2267,ompC,,2365442,2366578,-,outer membrane protein 1b (ib%3Bc),Cell wall/membrane/envelope biogenesis,P0A263
STM2269,yojN,,2367307,2369976,+,putative sensor/kinase in regulatory system,Signal transduction mechanisms,Q8ZNH2
STM2270,rcsB,,2369993,2370643,+,LuxR/UhpA family response regulator in two-component regulatory system with RcsC,Transcription,P58663
STM2271,rcsC,,2370746,2373592,-,sensory histidine kinase in two-component regulatory system with RcsB,Signal transduction mechanisms,P58662
STM2272,gyrA,,2373710,2376346,-,DNA gyrase%2C subunit A,"Replication, recombination and repair",P37411
STM2273,STM2273,,2376756,2377958,-,putative dehydratase protein,Cell wall/membrane/envelope biogenesis,Q8ZNH1
STM2274,STM2274,,2377973,2379298,-,putative permease,Carbohydrate transport and metabolism,Q8ZNH0
STM2275,STM2275,,2379348,2380232,+,putative gntR family regulatory protein,Transcription,Q8ZNG9
STM2276,ubiG,,2380315,2381043,+,3-demethylubiquinone-9 3-methyltransferase,Coenzyme transport and metabolism,P37431
STM2277,nrdA,,2381399,2383684,+,ribonucleoside diphosphate reductase 1%2C alpha subunit,Nucleotide transport and metabolism,P37426
STM2278,nrdB,,2383797,2384927,+,ribonucleoside-diphosphate reductase 1%2C beta subunit,Nucleotide transport and metabolism,P37427
STM2279,yfaE,,2384927,2385181,+,putative ferredoxin,Energy production and conversion,Q7CQ59
STM2280,STM2280,,2385183,2386373,-,putative permease,Amino acid transport and metabolism,Q8XEK9
STM2281,STM2281,,2386535,2387413,+,putative LysR family transcriptional regulator,Transcription,Q8ZNG8
STM2282,glpQ,,2387529,2388599,-,periplasmic glycerophosphodiester phosphodiesterase,Cell wall/membrane/envelope biogenesis,Q8ZNG7
STM2283,glpT,,2388604,2389962,-,MFS family%2C sn-glycerol-3-phosphate transport protein,Carbohydrate transport and metabolism,Q8ZNG6
STM2284,glpA,,2390235,2391863,+,sn-glycerol-3-phosphate dehydrogenase (anaerobic)%2C large subunit,Energy production and conversion,Q8ZNG5
STM2285,glpB,,2391853,2393112,+,sn-glycerol-3-phosphate dehydrogenase (anaerobic)%2C membrane anchor subunit,Energy production and conversion,Q8ZNG4
STM2286,glpC,,2393109,2394299,+,sn-glycerol-3-phosphate dehydrogenase (anaerobic)%2C K-small subunit,Energy production and conversion,Q8ZNG3
STM2287,STM2287,,2394794,2395747,+,putative cytoplasmic protein,"Post-translational modification, protein turnover,and chaperones",Q8ZNG2
STM2288,STM2288,,2395857,2396033,-,putative cytoplasmic protein,Function unknown,Q8ZNG1
STM2289,STM2289,,2396039,2396842,-,putative 2%2C4-dihydoxyhept-2-ene-1%2C7-dioic acid aldolase,Coenzyme transport and metabolism,Q8ZNG0
STM2290,yfaV,,2396868,2398157,-,putative MFS family transport protein,Carbohydrate transport and metabolism,Q7CQ58
STM2291,yfaW,,2398213,2399430,-,putative galactonate dehydratase,Cell wall/membrane/envelope biogenesis,Q8ZNF9
STM2292,yfaX,,2399432,2400214,-,putative transcriptional regulator,Transcription,Q8ZNF8
STM2293,STM2293,,2400464,2401660,-,putative nucleotide-utilizing enzyme related to molybdopterin-biosynthesis,Function unknown,Q8ZNF7
STM2294,yfaZ,,2401775,2402422,-,putative inner membrane protein,Function unknown,Q8ZNF6
STM2295,yfaO,,2402596,2403021,+,putative NTP pyrophosphohydrolases including oxidative damage repair enzymes,"Replication, recombination and repair",Q8ZNF5
STM2296,ais,,2403066,2403671,-,aluminum inducible protein,Cell wall/membrane/envelope biogenesis,Q8ZNF4
STM2297,yfbE,,2403952,2405109,+,putative DegT/DnrJ/EryC1/StrS family,Lipid transport and metabolism,Q8ZNF3
STM2298,pmrF,,2405112,2406095,+,putative glycosyl transferase,Lipid transport and metabolism,O52324
STM2299,yfbG,,2406092,2408074,+,putative transformylase,Lipid transport and metabolism,O52325
STM2300,STM2300,,2408071,2408970,+,putative cytoplasmic protein,Carbohydrate transport and metabolism,O52326
STM2301,pqaB,,2408967,2410613,+,putative melittin resistance protein,Lipid transport and metabolism,O52327
STM2302,STM2302,,2410610,2410945,+,putative inner membrane protein,"Intracellular trafficking, secretion, and vesicular transport",O52328
STM2303,STM2303,,2410945,2411322,+,putative inner membrane protein,"Intracellular trafficking, secretion, and vesicular transport",Q8ZNF0
STM2304,pmrD,,2411317,2411574,-,polymyxin resistance protein B,Function unknown,P37589
STM2305,menE,,2411672,2413039,-,o-succinylbenzoate-CoA ligase,Coenzyme transport and metabolism,P37418
STM2306,menC,,2413036,2413998,-,o-succinylbenzoyl-CoA synthase,Coenzyme transport and metabolism,P58486
STM2307,menB,,2413998,2414855,-,dihydroxynaphtoic acid synthetase,Coenzyme transport and metabolism,Q7CQ56
STM2308,yfbB,,2414870,2415628,-,putative enzyme,Coenzyme transport and metabolism,Q8ZNE9
STM2309,menD,,2415625,2417295,-,2-oxoglutarate decarboxylase,Coenzyme transport and metabolism,Q8ZNE8
STM2310,menF,,2417381,2418676,-,isochorismate synthase,Coenzyme transport and metabolism,Q8ZNE7
STM2311,elaB,,2418777,2419088,-,putative inner membrane protein,Function unknown,Q7CQ55
STM2312,elaA,,2419137,2419598,-,putative acyltransferase,Function unknown,Q7CQ54
STM2313,elaC,,2419659,2420576,+,putative metal-dependent hydrolase,"Translation, ribosomal structure and biogenesis",P60195
STM2314,STM2314,,2420642,2421643,+,putative chemotaxis signal transduction protein,Cell motility,Q8ZNE6
STM2315,yfbK,,2421684,2423465,-,putative von Willebrand factor%2C vWF type A domain protein,Function unknown,Q8ZNE5
STM2316,nuoN,,2424353,2425630,-,NADH dehydrogenase I chain N,Energy production and conversion,Q8ZNE4
STM2317,nuoM,,2425817,2427346,-,NADH dehydrogenase I chain M,Energy production and conversion,Q8ZNE3
STM2318,nuoL,,2427660,2429501,-,NADH dehydrogenase I chain L,Energy production and conversion,Q8ZNE2
STM2319,nuoK,,2429498,2429800,-,NADH dehydrogenase I chain K,Energy production and conversion,Q7CQ53
STM2320,nuoJ,,2429797,2430351,-,NADH dehydrogenase I chain J,Energy production and conversion,Q7CQ52
STM2321,nuoI,,2430362,2430904,-,NADH dehydrogenase I chain I,Energy production and conversion,Q7CQ51
STM2322,nuoH,,2430919,2431896,-,NADH dehydrogenase I chain H,Energy production and conversion,Q60010
STM2323,nuoG,,2431893,2434625,-,NADH dehydrogenase I chain G,Energy production and conversion,P0A1Y4
STM2324,nuoF,,2434650,2435987,-,NADH dehydrogenase I chain F,Energy production and conversion,P33901
STM2325,nuoE,,2435984,2436484,-,NADH dehydrogenase I chain E,Energy production and conversion,P0A1Y8
STM2326,nuoC,,2436487,2438289,-,NADH dehydrogenase I chain C%2CD,Energy production and conversion,P0A1Y6
STM2327,nuoB,,2438376,2439038,-,NADH dehydrogenase I chain B,Energy production and conversion,Q7CQ50
STM2328,nuoA,,2439054,2439497,-,NADH dehydrogenase I chain A,Energy production and conversion,Q7CQ49
STM2329,STM2329,,2439892,2440044,-,putative cytoplasmic protein,No COG annotation,Q7CQ48
STM2330,lrhA,,2440124,2441062,-,LysR family NADH dehydrogenase transcriptional repressor,Transcription,Q8ZNE1
STM2331,yfbQ,,2441994,2443208,+,putative aminotransferase (ortho),Amino acid transport and metabolism,Q7CQ47
STM2332,STM2332,,2443302,2443901,+,putative hydrolase of HD superfamily,Nucleotide transport and metabolism,Q8ZNE0
STM2333,yfbS,,2443993,2445819,-,putative response regulator,Inorganic ion transport and metabolism,Q8ZND9
STM2334,yfbT,,2445896,2446573,-,putative phosphatase,Function unknown,Q8ZND8
STM2335,yfbU,,2446566,2447060,-,putative cytoplasmic protein,Function unknown,P60817
STM2336,STM2336,,2447143,2447598,-,putative cytoplasmic protein,Function unknown,Q8ZND7
STM2337,ackA,,2447938,2449140,+,acetate kinase A,Nucleotide transport and metabolism,P63411
STM2338,pta,,2449217,2451361,+,phosphotransacetylase,Energy production and conversion,Q8ZND6
STM2339,yfcC,,2451579,2453099,+,putative integral membrane protein,Function unknown,Q7CQ45
STM2340,STM2340,,2453148,2454101,-,putative transketolase,Carbohydrate transport and metabolism,Q8ZND5
STM2341,STM2341,,2454094,2454924,-,putative transketolase,Carbohydrate transport and metabolism,Q8ZND4
STM2342,STM2342,,2454921,2456312,-,putative inner membrane protein,Function unknown,Q8ZND3
STM2343,STM2343,,2456333,2456605,-,putative cytoplasmic protein,Carbohydrate transport and metabolism,Q7CQ44
STM2344,STM2344,,2456686,2457129,-,putative phosphotransferase system,Carbohydrate transport and metabolism,Q8ZND2
STM2345,STM2345,,2457382,2458401,+,putative transcriptional regulator,Transcription,Q8ZND1
STM2346,STM2346,,2458407,2458961,-,putative NTP pyrophosphohydrolase,Lipid transport and metabolism,P65559
STM2347,yfcE,,2459018,2459569,-,putative phosphoesterase,Function unknown,Q7CQ43
STM2348,yfcF,,2459625,2460269,-,putative glutathione-S-transferase,"Post-translational modification, protein turnover,and chaperones",Q8ZND0
STM2349,yfcG,,2460412,2461059,+,putative glutathione S-transferase,"Post-translational modification, protein turnover,and chaperones",Q8ZNC9
STM2350,yfcH,,2461185,2462078,+,putative sugar nucleotide epimerase,Function unknown,Q8ZNC8
STM2351,hisP,,2462130,2462906,-,histidine and lysine/arginine/ornithine transport protein,Amino acid transport and metabolism,P02915
STM2352,hisM,,2462917,2463624,-,histidine and lysine/arginine/ornithine transport protein,Amino acid transport and metabolism,P0A2I7
STM2353,hisQ,,2463621,2464307,-,histidine and lysine/arginine/ornithine transport system,Amino acid transport and metabolism,P0A2I9
STM2354,hisJ,,2464490,2465272,-,histidine transport protein,Amino acid transport and metabolism,P02910
STM2355,argT,,2465510,2466292,-,lysine/arginine/ornithine transport protein,Amino acid transport and metabolism,P02911
STM2356,ubiX,,2466581,2467150,-,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Coenzyme transport and metabolism,P0A245
STM2357,STM2357,,2467177,2468583,-,putative amino acid transporter,Amino acid transport and metabolism,Q8ZNC7
STM2358,STM2358,,2468647,2469750,-,putative cytoplasmic protein,Amino acid transport and metabolism,Q8ZNC6
STM2359,STM2359,,2469752,2471173,-,putative amino acid transporter,Amino acid transport and metabolism,Q8ZNC5
STM2360,STM2360,,2471264,2472661,-,putative diaminopimelate decarboxylase,Amino acid transport and metabolism,Q8ZNC4
STM2361,STM2361,,2472872,2474299,+,putative regulatory protein,Transcription,Q8ZNC3
STM2362,purF,,2474335,2475852,-,amidophosphoribosyltransferase,Nucleotide transport and metabolism,Q8ZNC2
STM2363,cvpA,,2475890,2476378,-,membrane protein required for colicin V production,Function unknown,Q7CQ42
STM2364,dedD,,2476689,2477363,-,putative lipoprotein,"Cell cycle control, cell division, chromosome partitioning",Q8ZNC1
STM2365,folC,,2477353,2478621,-,folylpolyglutamate synthase,Coenzyme transport and metabolism,Q8ZNC0
STM2366,accD,,2478689,2479603,-,acetylCoA carboxylase%2C beta subunit,Lipid transport and metabolism,Q7CQ41
STM2367,dedA,,2479753,2480412,-,putative DedA family,Function unknown,Q7CQ40
STM2368,truA,,2480461,2481273,-,pseudouridylate synthase I,"Translation, ribosomal structure and biogenesis",Q8ZNB9
STM2369,usg,,2481273,2482286,-,putative aspartate-semialdehyde dehydrogenase,Amino acid transport and metabolism,Q7CQ39
STM2370,pdxB,,2482354,2483490,-,erythronate-4-phosphate dehydrogenase,Coenzyme transport and metabolism,P60802
STM2371,flk,,2483594,2484595,+,cell division protein,Cell motility,Q7CQ37
STM2372,STM2372,,2484592,2485770,-,putative transport protein,"Intracellular trafficking, secretion, and vesicular transport",Q8ZNB8
STM2373,STM2373,,2485950,2486324,-,putative cytoplasmic protein,No COG annotation,Q8ZNB7
STM2374,STM2374,,2486497,2486745,+,putatiave helix-turn-helix regulatory protein,Transcription,Q8ZNB6
STM2375,STM2375,,2486914,2487282,+,putative cytoplasmic protein,Function unknown,Q8ZNB5
STM2376,STM2376,,2487282,2487800,+,putative periplasmic protein,Cell wall/membrane/envelope biogenesis,Q8ZNB4
STM2377,STM2377,,2487867,2488523,-,putative inner membrane protein,Function unknown,Q8ZNB3
STM2378,fabB,,2488621,2489835,-,3-oxoacyl-[acyl-carrier-protein] synthase I,Lipid transport and metabolism,Q7CQ36
STM2379,STM2379,,2489935,2491995,+,putative peptidase,"Translation, ribosomal structure and biogenesis",Q8ZNB2
STM2380,yfcL,,2492047,2492322,-,putative cytoplasmic protein,Function unknown,Q7CQ35
STM2381,yfcM,,2492355,2492903,-,putative cytoplasmic protein,Function unknown,Q8ZNB1
STM2382,yfcA,,2492903,2493712,-,putative permease,Function unknown,Q7CQ34
STM2383,mepA,,2493712,2494536,-,penicillin-insensitive murein DD-endopeptidase,Cell wall/membrane/envelope biogenesis,Q8ZNB0
STM2384,aroC,,2494540,2495625,-,chorismate synthase,Amino acid transport and metabolism,P58729
STM2385,yfcB,,2495661,2496593,-,putative methylase,"Translation, ribosomal structure and biogenesis",P0A293
STM2386,yfcN,,2496759,2497310,+,putative Smr domain containing protein,Function unknown,P67246
STM2387,sixA,,2497410,2497895,-,phosphohistidine phosphatase,Signal transduction mechanisms,Q8ZNA8
STM2388,yfcX,,2498104,2500251,-,putative dehydrogenase,Lipid transport and metabolism,Q8ZNA7
STM2389,yfcY,,2500251,2501561,-,putative acetyl-CoA acetyltransferase,Lipid transport and metabolism,UPI00016A052F
STM2390,yfcZ,,2501739,2502023,-,putative cytoplasmic protein,Function unknown,Q7CQ33
STM2391,fadL,,2502388,2503701,+,transport of long-chain fatty acids,Lipid transport and metabolism,Q8ZNA5
STM2392,vacJ,,2503762,2504517,-,lipoprotein precursor,Cell wall/membrane/envelope biogenesis,Q7CQ32
STM2393,yfdC,,2504806,2505747,+,putative transport,Inorganic ion transport and metabolism,Q8ZNA4
STM2395,pgtE,,2506054,2506992,-,outer membrane protein E,Cell wall/membrane/envelope biogenesis,P06185
STM2396,pgtA,,2507260,2508507,-,activator protein,Signal transduction mechanisms,P06184
STM2397,pgtB,,2508497,2510503,-,protein for signal transmission,Signal transduction mechanisms,P37433
STM2398,pgtC,,2510500,2511693,-,protein for signal transmission,Inorganic ion transport and metabolism,P0A233
STM2399,pgtP,,2512129,2513520,+,transporter protein,Carbohydrate transport and metabolism,P12681
STM2400,STM2400,,2513796,2514038,-,putative inner membrane protein,Function unknown,Q7CQ31
STM2401,ddg,,2514560,2515480,+,cold shock-induced palmitoleoyl transferase,Cell wall/membrane/envelope biogenesis,Q8ZNA3
STM2402,yfdZ,,2516004,2517242,-,putative aminotransferase,Amino acid transport and metabolism,Q8ZNA2
STM2403,glk,,2517963,2518928,-,glucokinase,Nucleotide transport and metabolism,Q93IM5
STM2404,STM2404,,2519132,2520367,+,putative chloride channel permease,Inorganic ion transport and metabolism,Q93IM6
STM2405,STM2405,,2520387,2522039,-,putative thiamine pyrophosphate enzymes,Carbohydrate transport and metabolism,H9L492
STM2406,STM2406,,2522219,2523217,+,putative oxidoreductase,Energy production and conversion,Q8ZNA1
STM2407,ypeC,,2523331,2523657,+,putative periplasmic protein,Function unknown,Q7CQ29
STM2408,mntH,,2523718,2524959,-,manganese/divalent cation transport protein,Inorganic ion transport and metabolism,Q9RPF4
STM2409,nupC,,2525302,2526504,+,NUP family nucleoside transport protein,"Intracellular trafficking, secretion, and vesicular transport",Q8ZNA0
STM2410,yfeA,,2526557,2528746,-,putative diguanylate cyclase/phosphodiesterase domain 1 containing protein,Signal transduction mechanisms,Q8ZN99
STM2413,yfeC,,2529352,2529714,+,putative negative regulator,"Replication, recombination and repair",Q7CQ28
STM2414,yfeD,,2529716,2530108,+,putative negative regulator,"Replication, recombination and repair",Q8ZN98
STM2415,gltX,,2530162,2531577,-,glutamate tRNA synthetase%2C catalytic subunit,"Translation, ribosomal structure and biogenesis",P0A2K3
STM2420,xapR,,2532393,2533277,-,regulator for XapA,Transcription,Q8ZN96
STM2421,xapB,,2533546,2534802,-,MFS superfamily xanthosine permease,"Intracellular trafficking, secretion, and vesicular transport",Q8ZN95
STM2422,xapA,,2534857,2535690,-,xanthosine phosphorylase,Nucleotide transport and metabolism,Q8ZN94
STM2423,yfeN,,2535946,2536707,+,putative outer membrane protein,Function unknown,Q8ZN93
STM2424,yfeR,,2536769,2537695,-,putative LysR family transcriptional regulator,Transcription,Q8ZN92
STM2425,yfeH,,2537785,2538783,+,putative Na+-dependent transporter,Function unknown,Q8ZN91
STM2426,STM2426,,2538780,2539007,-,putative cytoplasmic protein,Function unknown,Q8ZN90
STM2427,lig,,2539000,2541015,-,DNA ligase,"Replication, recombination and repair",Q8ZN89
STM2428,zipA,,2541087,2542073,-,cell division protein involved in FtsZ ring,"Cell cycle control, cell division, chromosome partitioning",P0A2N6
STM2429,cysZ,,2542305,2543066,+,required for sulfate transport,"Intracellular trafficking, secretion, and vesicular transport",P12673
STM2430,cysK,,2543230,2544201,+,subunit of cysteine synthase A and O-acetylserine sulfhydrolase A,Amino acid transport and metabolism,P0A1E3
STM2431,ptsH,,2544585,2544842,+,phosphohistidinoprotein-hexose phosphotransferase,Carbohydrate transport and metabolism,P0AA07
STM2432,ptsI,,2544891,2546618,+,PEP-protein phosphotransferase,Carbohydrate transport and metabolism,P0A249
STM2433,crr,,2546659,2547168,+,glucose-specific IIA component,Carbohydrate transport and metabolism,P0A283
STM2434,STM2434,,2547317,2547556,-,putative cytoplasmic protein,No COG annotation,Q8ZN88
STM2435,pdxK,,2547553,2548419,-,pyridoxal-pyridoxamine kinase,Coenzyme transport and metabolism,P40192
STM2436,ptsJ,,2548502,2549794,+,putative gntR family regulatory protein,Transcription,P40193
STM2437,yfeJ,,2549809,2550528,+,putative GMP synthase,Nucleotide transport and metabolism,P40194
STM2438,yfeK,,2550587,2550967,+,putative periplasmic protein,Function unknown,UPI0001604226
STM2439,yfeL,,2550980,2551519,+,putative membrane carboxypeptidase,Cell wall/membrane/envelope biogenesis,P40196
STM2440,cysM,,2551650,2552561,-,cysteine synthase B,Amino acid transport and metabolism,P29848
STM2441,cysA,,2552629,2553726,-,sulfate permease A protein,Inorganic ion transport and metabolism,P40860
STM2442,cysW,,2553716,2554591,-,thiosulfate permease W protein,Inorganic ion transport and metabolism,Q8ZN87
STM2443,cysU,,2554591,2555424,-,thiosulfate transport protein,Inorganic ion transport and metabolism,P41032
STM2444,cysP,,2555424,2556440,-,thiosulfate transport protein,Inorganic ion transport and metabolism,P41031
STM2445,ucpA,,2556598,2557389,-,putative oxidoreductase,Lipid transport and metabolism,P0A2D1
STM2446,STM2446,,2557627,2558526,-,putative iron-dependent peroxidase,Inorganic ion transport and metabolism,Q7CQ27
STM2447,STM2447,,2558621,2559196,-,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,Q8ZN86
STM2448,yfeZ,,2559258,2559707,-,putative inner membrane protein,Function unknown,Q8ZN85
STM2449,STM2449,,2559694,2560230,-,putative acetyltransferase,Transcription,P63423
STM2450,amiA,,2560332,2561201,+,N-acetylmuramoyl-l-alanine amidase I,Cell wall/membrane/envelope biogenesis,P33772
STM2451,hemF,,2561204,2562103,+,coproporphyrinogen III oxidase,Coenzyme transport and metabolism,P33771
STM2452,STM2452,,2562124,2562453,+,putative inner membrane protein,No COG annotation,Q9ZFU5
STM2453,STM2453,,2562582,2563859,+,putative cytoplasmic protein,Function unknown,Q9ZFU6
STM2454,eutR,,2564059,2565111,-,putative regulator ethanolamine operon,Transcription,Q9ZFU7
STM2455,eutK,,2565159,2565653,-,putative carboxysome structural protein,Energy production and conversion,Q9ZFU8
STM2456,eutL,,2565666,2566325,-,putative carboxysome structural protein,Amino acid transport and metabolism,P0A1C9
STM2457,eutC,,2566335,2567231,-,ethanolamine ammonia-lyase%2C light chain,Amino acid transport and metabolism,P19265
STM2458,eutB,,2567250,2568611,-,ethanolamine ammonia-lyase%2C heavy chain,Amino acid transport and metabolism,P19264
STM2459,eutA,,2568623,2570026,-,CPPZ-55 prophage protein,Amino acid transport and metabolism,Q9ZFV2
STM2460,eutH,,2570023,2571249,-,putative transport protein,Amino acid transport and metabolism,P41796
STM2461,eutG,,2571369,2572556,-,putative transport protein in ethanolamine utilization,Energy production and conversion,P41795
STM2462,eutJ,,2572546,2573385,-,putative heatshock protein (Hsp70),Amino acid transport and metabolism,P0A206
STM2463,eutE,,2573396,2574799,-,putative aldehyde oxidoreductase in ethanolamine utilization,Energy production and conversion,P41793
STM2464,eutN,,2574811,2575110,-,putative detox protein in ethanolamine utilization,Energy production and conversion,P41792
STM2465,eutM,,2575211,2575501,-,putative detox protein in ethanolamine utilization,Energy production and conversion,P41791
STM2466,eutD,,2575542,2576558,-,putative phosphotransacetylase in ethanolamine utilization,Energy production and conversion,P41790
STM2467,eutT,,2576555,2577358,-,putative ethanolamine utilization cobalamin adenosyltransferase,Amino acid transport and metabolism,Q9ZFV4
STM2468,eutQ,,2577355,2578044,-,putative ethanolamine utilization protein,Amino acid transport and metabolism,Q9ZFV5
STM2469,eutP,,2578022,2578501,-,putative ethanolamine utilization protein,Amino acid transport and metabolism,P0A208
STM2470,eutS,,2578514,2578849,-,putative ethanol utilization carboxysome structural protein,Amino acid transport and metabolism,Q9ZFV7
STM2471,tnpA_3,,2579330,2579788,-,transposase for IS200,"Replication, recombination and repair",P59696
STM2472,maeB,,2579978,2582257,-,putative transferase,Energy production and conversion,Q9ZFV8
STM2473,talA,,2582529,2583479,+,transaldolase A,Nucleotide transport and metabolism,Q8ZN83
STM2474,tktB,,2583499,2585499,+,transketolase 2 isozyme,Carbohydrate transport and metabolism,Q8ZN82
STM2475,STM2475,,2585562,2585792,-,putative cytoplasmic protein,No COG annotation,Q7CQ26
STM2476,ypfG,,2585920,2586963,-,putative periplasmic protein,Function unknown,Q8ZN81
STM2477,yffH,,2587088,2587663,-,putative pyrophosphohydrolase,"Replication, recombination and repair",Q7CQ25
STM2478,STM2478,,2587867,2589165,+,putative beta-lactamase class C,Defense mechanisms,Q8ZN80
STM2479,aegA,,2589614,2591575,-,putative oxidoreductase,Energy production and conversion,Q8ZN79
STM2480,narQ,,2591761,2593461,+,sensory histidine kinase in two-component regulatory system with NarP (NarL),Signal transduction mechanisms,Q8ZN78
STM2481,acrD,,2593646,2596759,+,RND family aminoglycoside/multidrug efflux pump,"Intracellular trafficking, secretion, and vesicular transport",Q8ZN77
STM2482,yffB,,2597333,2597689,+,putative glutaredoxin family protein,Inorganic ion transport and metabolism,Q8ZN76
STM2483,dapE,,2597693,2598820,+,N-succinyl-diaminopimelate deacylase,Amino acid transport and metabolism,Q8ZN75
STM2484,STM2484,,2598848,2599048,+,putative inner membrane protein,Function unknown,Q7CQ24
STM2485,ypfI,,2599075,2601093,-,putative acetyltransferase,"Translation, ribosomal structure and biogenesis",Q8ZN74
STM2486,STM2486,,2601109,2601972,-,putative inner membrane protein,Function unknown,Q8ZN73
STM2487,purC,,2602103,2602816,-,phosphoribosylaminoimidazole-succinocarboxamide synthetase,Nucleotide transport and metabolism,P65889
STM2488,nlpB,,2602991,2604025,-,lipoprotein-34,Cell wall/membrane/envelope biogenesis,Q8ZN72
STM2489,dapA,,2604042,2604920,-,dihydrodipicolinate synthase,Amino acid transport and metabolism,Q8ZN71
STM2490,gcvR,,2605000,2605638,+,transcriptional repressor of gcv operon,Amino acid transport and metabolism,Q8ZN70
STM2491,bcp,,2605638,2606108,+,thioredoxin dependent thiol peroxidase,"Post-translational modification, protein turnover,and chaperones",Q7CQ23
STM2492,STM2492,,2606155,2606508,-,putative glycerate kinase,Carbohydrate transport and metabolism,Q8ZN69
STM2493,perM,,2606695,2607762,-,putative PerM family permease,Function unknown,Q7CQ22
STM2494,STM2494,,2607970,2609433,+,putative inner membrane or exported,Function unknown,P66950
STM2495,yfgD,,2609473,2609832,+,putative arsenate reductase,Inorganic ion transport and metabolism,Q8ZN68
STM2496,yfgE,,2609859,2610584,-,putative ATPase involved in DNA replication initiation,"Replication, recombination and repair",Q7CQ21
STM2497,uraA,,2610655,2611944,-,NCS2 family uracil transport protein,Nucleotide transport and metabolism,H9L4A5
STM2498,upp,,2612032,2612658,-,uracil phosphoribosyltransferase,Nucleotide transport and metabolism,P0A2M5
STM2499,purM,,2613072,2614109,+,phosphoribosylaminoimidazole synthetase,Nucleotide transport and metabolism,P74883
STM2500,purN,,2614109,2614747,+,polyphosphate kinase,Nucleotide transport and metabolism,H9L487
STM2501,ppk,,2614936,2617002,+,polyphosphate kinase,Nucleotide transport and metabolism,O86090
STM2502,ppx,,2617007,2618548,+,exopolyphosphatase,Nucleotide transport and metabolism,P0A269
