,gene_id,gene_ontology
3790,UniProtKB:Q7CQF1|PTN001982462,phosphorelay response regulator activity
3791,UniProtKB:Q7CQF1|PTN001982462,cytosol
3792,UniProtKB:Q7CQF1|PTN001982462,DNA-binding transcription activator activity
3793,UniProtKB:Q7CQF0|PTN002166904,cytosol
3794,UniProtKB:Q7CQE8|PTN001911770,ATPase activity
3795,UniProtKB:Q7CQE8|PTN001911770,cytoplasm
3796,UniProtKB:Q7CQE7|PTN002017013,cellular protein modification process
3797,UniProtKB:Q7CQE7|PTN002017013,endopeptidase activity
3798,UniProtKB:Q7CQE7|PTN002017013,protein processing
3799,UniProtKB:Q7CQE2|PTN001721982,acetylpyruvate hydrolase activity
3800,UniProtKB:Q7CQE1|PTN002206558,outer membrane
3801,UniProtKB:Q7CQD9|PTN001690221,DNA helicase activity
3802,UniProtKB:Q7CQD8|PTN002091289,phosphoenolpyruvate-dependent sugar phosphotransferase system
3803,UniProtKB:Q7CQD8|PTN002091289,integral component of plasma membrane
3804,UniProtKB:Q7CQD7|PTN002024663,integral component of plasma membrane
3805,UniProtKB:Q7CQD7|PTN002024663,cell wall organization
3806,UniProtKB:Q7CQD7|PTN002024663,penicillin binding
3807,UniProtKB:Q7CQC9|PTN002015695,"DNA polymerase III, core complex"
3808,UniProtKB:Q7CQC9|PTN002015695,3'-5' exonuclease activity
3809,UniProtKB:Q7CQC9|PTN002015695,DNA replication proofreading
3810,UniProtKB:Q7CQC9|PTN002015695,cytosol
3811,UniProtKB:Q7CQC2|PTN001687439,ferroxidase activity
3812,UniProtKB:Q7CQC2|PTN001687439,cytosol
3813,UniProtKB:Q7CQC2|PTN001687439,ferrous iron binding
3814,UniProtKB:Q7CQC2|PTN001687439,cytoplasm
3815,UniProtKB:Q7CQC2|PTN001687439,intracellular sequestering of iron ion
3816,UniProtKB:Q7CQC2|PTN001687439,iron ion binding
3817,UniProtKB:Q7CQC2|PTN001687439,ferric iron binding
3818,UniProtKB:Q7CQB9|PTN001800935,plasma membrane
3819,UniProtKB:Q7CQB9|PTN001800935,glycerophospholipid biosynthetic process
3820,UniProtKB:Q7CQB5|PTN002024102,L-cystine transmembrane transporter activity
3821,UniProtKB:Q7CQB5|PTN002024102,L-cystine transport
3822,UniProtKB:Q7CQB5|PTN002024102,amino acid transport
3823,UniProtKB:Q7CQB5|PTN002024102,plasma membrane
3824,UniProtKB:Q7CQB0|PTN002013558,"regulation of transcription, DNA-templated"
3825,UniProtKB:Q7CQB0|PTN002013558,transcription regulatory region sequence-specific DNA binding
3826,UniProtKB:Q7CPZ8|PTN001849098,oxidation-reduction process
3827,UniProtKB:Q7CPZ8|PTN001849098,tyrosine biosynthetic process
3828,UniProtKB:Q7CPZ8|PTN001849098,prephenate dehydrogenase (NAD+) activity
3829,UniProtKB:Q7CPZ8|PTN001849098,NAD+ binding
3830,UniProtKB:Q7CPZ5|PTN001865818,plasma membrane
3831,UniProtKB:Q7CPZ4|PTN001846769,adenyl-nucleotide exchange factor activity
3832,UniProtKB:Q7CPZ4|PTN001846769,cytosol
3833,UniProtKB:Q7CPZ4|PTN001846769,unfolded protein binding
3834,UniProtKB:Q7CPZ3|PTN002206155,protein-macromolecule adaptor activity
3835,UniProtKB:Q7CPZ3|PTN002206155,Gram-negative-bacterium-type cell outer membrane assembly
3836,UniProtKB:Q7CPZ3|PTN002206155,Bam protein complex
3837,UniProtKB:Q7CPZ3|PTN002206155,protein insertion into membrane
3838,UniProtKB:Q7CPZ2|PTN001768447,negative regulation of translational initiation
3839,UniProtKB:Q7CPZ2|PTN001768447,ribosomal large subunit binding
3840,UniProtKB:Q7CPY9|PTN001825924,"negative regulation of transcription, DNA-templated"
3841,UniProtKB:Q7CPY9|PTN001825924,transcription regulatory region sequence-specific DNA binding
3842,UniProtKB:Q7CPY7|PTN001822829,sugar-phosphatase activity
3843,UniProtKB:Q7CPY7|PTN001822829,beta-phosphoglucomutase activity
3844,UniProtKB:Q7CPY7|PTN001822829,phosphatase activity
3845,UniProtKB:Q7CPY7|PTN001822829,dephosphorylation
3846,UniProtKB:Q7CPY6|PTN002014432,lytic transglycosylase activity
3847,UniProtKB:Q7CPY6|PTN002014432,peptidoglycan catabolic process
3848,UniProtKB:Q7CPY2|PTN001652945,plasma membrane respiratory chain complex I
3849,UniProtKB:Q7CPY2|PTN001652945,NADH dehydrogenase activity
3850,UniProtKB:Q7CPY2|PTN001652945,aerobic respiration
3851,UniProtKB:Q7CPX9|PTN002172996,iron ion binding
3852,UniProtKB:Q7CPX9|PTN002172996,carbon dioxide binding
3853,UniProtKB:Q7CPX9|PTN002172996,protein maturation
3854,UniProtKB:Q7CQ98|PTN002015474,cytosol
3855,UniProtKB:Q7CQ96|PTN001922278,cytidine transmembrane transporter activity
3856,UniProtKB:Q7CQ96|PTN001922278,uridine transmembrane transporter activity
3857,UniProtKB:Q7CQ96|PTN001922278,organic substance transport
3858,UniProtKB:Q7CQ96|PTN001922278,integral component of plasma membrane
3859,UniProtKB:Q7CQ95|PTN001715719,"negative regulation of transcription, DNA-templated"
3860,UniProtKB:Q7CQ93|PTN002433819,cell adhesion
3861,UniProtKB:Q7CQ93|PTN002433819,pilus
3862,UniProtKB:Q7CQ93|PTN002433819,cell adhesion involved in single-species biofilm formation
3863,UniProtKB:Q7CQ93|PTN002433819,pilus organization
3864,UniProtKB:Q7CPW8|PTN001866199,cytosol
3865,UniProtKB:Q7CPW8|PTN001866199,pentose catabolic process
3866,UniProtKB:Q7CPW8|PTN001866199,aldehyde-lyase activity
3867,UniProtKB:Q7CQ87|PTN002018164,plasma membrane
3868,UniProtKB:Q7CPW5|PTN001758607,"6-carboxy-5,6,7,8-tetrahydropterin synthase activity"
3869,UniProtKB:Q7CQ84|PTN001721928,acetylpyruvate hydrolase activity
3870,UniProtKB:Q7CQ82|PTN002017706,protein-DNA complex
3871,UniProtKB:Q7CQ82|PTN002017706,"regulation of transcription, DNA-templated"
3872,UniProtKB:Q7CQ82|PTN002017706,DNA-binding transcription factor activity
3873,UniProtKB:Q7CQ82|PTN002017706,bacterial-type cis-regulatory region sequence-specific DNA binding
3874,UniProtKB:Q7CPV9|PTN002022072,DNA-binding transcription factor activity
3875,UniProtKB:Q7CPV9|PTN002022072,sequence-specific DNA binding
3876,UniProtKB:Q7CPV9|PTN002022072,"transcription, DNA-templated"
3877,UniProtKB:Q7CQ78|PTN001633896,cytosol
3878,UniProtKB:Q7CQ78|PTN001633896,1-phosphofructokinase activity
3879,UniProtKB:Q7CQ78|PTN001633896,phosphofructokinase activity
3880,UniProtKB:Q7CPV6|PTN002012426,plasma membrane
3881,UniProtKB:Q7CQ71|PTN002116559,translation
3882,UniProtKB:Q7CQ71|PTN002116559,5S rRNA binding
3883,UniProtKB:Q7CQ71|PTN002116559,cytosolic large ribosomal subunit
3884,UniProtKB:Q7CPU9|PTN002168965,septin ring assembly
3885,UniProtKB:Q7CPU9|PTN002168965,division septum assembly
3886,UniProtKB:Q7CPU9|PTN002168965,cell division site
3887,UniProtKB:Q7CPU9|PTN002168965,FtsZ-dependent cytokinesis
3888,UniProtKB:Q7CPU9|PTN002168965,cell septum
3889,UniProtKB:Q7CPU9|PTN002168965,cytosol
3890,UniProtKB:Q7CPU8|PTN002155702,cellular response to DNA damage stimulus
3891,UniProtKB:Q7CPU8|PTN002155702,integral component of external side of plasma membrane
3892,UniProtKB:Q7CQ65|PTN002206569,heme transport
3893,UniProtKB:Q7CQ65|PTN002206569,intrinsic component of the cytoplasmic side of the plasma membrane
3894,UniProtKB:Q7CQ61|PTN002214125,anaerobic respiration
3895,UniProtKB:Q7CQ60|PTN002214114,signal sequence binding
3896,UniProtKB:Q7CQ60|PTN002214114,negative regulation of protein transport
3897,UniProtKB:Q7CQ60|PTN002214114,cytoplasm
3898,UniProtKB:Q7CQ58|PTN001704476,plasma membrane
3899,UniProtKB:Q7CQ58|PTN001704476,transmembrane transporter activity
3900,UniProtKB:Q7CQ58|PTN001704476,intrinsic component of membrane
3901,UniProtKB:Q7CPT7|PTN001709917,periplasmic space
3902,UniProtKB:Q7CPT7|PTN001709917,asparaginase activity
3903,UniProtKB:Q7CPT7|PTN001709917,asparagine catabolic process
3904,UniProtKB:Q7CQ56|PTN001733063,menaquinone biosynthetic process
3905,UniProtKB:Q7CQ56|PTN001733063,cytosol
3906,UniProtKB:Q7CQ56|PTN001733063,"1,4-dihydroxy-2-naphthoyl-CoA synthase activity"
3907,UniProtKB:Q7CPT4|PTN001792648,cytoplasm
3908,UniProtKB:Q7CPT4|PTN001792648,oxidoreductase activity
3909,UniProtKB:Q7CQ53|PTN001687618,plasma membrane respiratory chain complex I
3910,UniProtKB:Q7CQ53|PTN001687618,NADH dehydrogenase complex
3911,UniProtKB:Q7CQ53|PTN001687618,NADH dehydrogenase (ubiquinone) activity
3912,UniProtKB:Q7CQ51|PTN001652972,plasma membrane respiratory chain complex I
3913,UniProtKB:Q7CQ51|PTN001652972,aerobic respiration
3914,UniProtKB:Q7CQ51|PTN001652972,NADH dehydrogenase activity
3915,UniProtKB:Q7CQ50|PTN001737061,plasma membrane respiratory chain complex I
3916,UniProtKB:Q7CQ50|PTN001737061,aerobic respiration
3917,UniProtKB:Q7CQ50|PTN001737061,electron transport coupled proton transport
3918,UniProtKB:Q7CQ50|PTN001737061,NADH dehydrogenase (ubiquinone) activity
3919,UniProtKB:Q7CQ50|PTN001737061,NADH dehydrogenase activity
3920,UniProtKB:Q7CQ49|PTN001666358,plasma membrane respiratory chain complex I
3921,UniProtKB:Q7CQ49|PTN001666358,NADH dehydrogenase complex
3922,UniProtKB:Q7CQ49|PTN001666358,NADH dehydrogenase (ubiquinone) activity
3923,UniProtKB:Q7CPS8|PTN002011425,membrane
3924,UniProtKB:Q7CPS8|PTN002011425,anaerobic respiration
3925,UniProtKB:Q7CPS8|PTN002011425,[Ni-Fe] hydrogenase complex
3926,UniProtKB:Q7CPS8|PTN002011425,electron transfer activity
3927,UniProtKB:Q7CPS6|PTN002022799,integral component of plasma membrane
3928,UniProtKB:Q7CQ45|PTN001616457,plasma membrane
3929,UniProtKB:Q7CPS3|PTN002119059,catalytic activity
3930,UniProtKB:Q7CPS3|PTN002119059,oxidoreductase activity
3931,UniProtKB:Q7CPS3|PTN002119059,cytosol
3932,UniProtKB:Q7CPS2|PTN001723177,ribose phosphate metabolic process
3933,UniProtKB:Q7CPS2|PTN001723177,ADP-sugar diphosphatase activity
3934,UniProtKB:Q7CPS2|PTN001723177,cytosol
3935,UniProtKB:Q7CPS2|PTN001723177,nucleoside phosphate metabolic process
3936,UniProtKB:Q7CPS0|PTN002013095,ligase activity
3937,UniProtKB:Q7CPR9|PTN001634061,cytosol
3938,UniProtKB:Q7CPR9|PTN001634061,heptose-1-phosphate adenylyltransferase activity
3939,UniProtKB:Q7CPR9|PTN001634061,heptose 7-phosphate kinase activity
3940,UniProtKB:Q7CQ36|PTN001711599,cytosol
3941,UniProtKB:Q7CQ36|PTN001711599,fatty acid biosynthetic process
3942,UniProtKB:Q7CQ36|PTN001711599,3-oxoacyl-[acyl-carrier-protein] synthase activity
3943,UniProtKB:Q7CQ34|PTN002016375,plasma membrane
3944,UniProtKB:Q7CQ33|PTN002215256,cytosol
3945,UniProtKB:Q7CQ32|PTN002011779,intermembrane phospholipid transfer
3946,UniProtKB:Q7CPR0|PTN002168940,plasma membrane
3947,UniProtKB:Q7CPQ8|PTN002020993,cytoplasm
3948,UniProtKB:Q7CPQ8|PTN002020993,aldehyde-lyase activity
3949,UniProtKB:Q7CPQ7|PTN002017059,cytosol
3950,UniProtKB:Q7CPQ7|PTN002017059,tagatose-bisphosphate aldolase activity
3951,UniProtKB:Q7CPQ6|PTN002160959,response to osmotic stress
3952,UniProtKB:Q7CPQ6|PTN002160959,outer membrane-bounded periplasmic space
3953,UniProtKB:Q7CQ25|PTN001723212,cytosol
3954,UniProtKB:Q7CQ25|PTN001723212,nucleoside phosphate metabolic process
3955,UniProtKB:Q7CQ25|PTN001723212,ribose phosphate metabolic process
3956,UniProtKB:Q7CQ23|PTN001641724,cytoplasm
3957,UniProtKB:Q7CQ23|PTN001641724,cell redox homeostasis
3958,UniProtKB:Q7CQ23|PTN001641724,cellular response to oxidative stress
3959,UniProtKB:Q7CQ23|PTN001641724,thioredoxin peroxidase activity
3960,UniProtKB:Q7CQ22|PTN001857156,transmembrane transport
3961,UniProtKB:Q7CQ21|PTN002012029,DNA replication initiation
3962,UniProtKB:Q7CQ21|PTN002012029,negative regulation of DNA-dependent DNA replication initiation
3963,UniProtKB:Q7CQ21|PTN002012029,DNA replication
3964,UniProtKB:Q7CPQ0|PTN002149748,plasma membrane
3965,UniProtKB:Q7CPQ0|PTN002149748,intracellular protein transmembrane transport
3966,UniProtKB:Q7CPQ0|PTN002149748,protein transport by the Sec complex
3967,UniProtKB:Q7CPP9|PTN001860093,phosphoglucosamine mutase activity
3968,UniProtKB:Q7CPP9|PTN001860093,UDP-N-acetylglucosamine biosynthetic process
3969,UniProtKB:Q7CPP9|PTN001860093,cytosol
3970,UniProtKB:Q7CPP9|PTN001860093,peptidoglycan biosynthetic process
3971,UniProtKB:Q7CPP9|PTN001860093,phosphomannomutase activity
3972,UniProtKB:Q7CPP7|PTN001848964,structural constituent of ribosome
3973,UniProtKB:Q7CPP6|PTN001737679,prenyltransferase activity
3974,UniProtKB:Q7CPP6|PTN001737679,isoprenoid biosynthetic process
3975,UniProtKB:Q7CQ15|PTN002210945,protein-containing complex
3976,UniProtKB:Q7CQ15|PTN002210945,integral component of external side of plasma membrane
3977,UniProtKB:Q7CPP2|PTN002120916,phospholipid transporter activity
3978,UniProtKB:Q7CPP2|PTN002120916,phospholipid binding
3979,UniProtKB:Q7CQ11|PTN001601728,cellular iron ion homeostasis
3980,UniProtKB:Q7CQ11|PTN001601728,ferrous iron binding
3981,UniProtKB:Q7CQ11|PTN001601728,"2 iron, 2 sulfur cluster binding"
3982,UniProtKB:Q7CQ11|PTN001601728,cytoplasm
3983,UniProtKB:Q7CQ11|PTN001601728,"4 iron, 4 sulfur cluster binding"
3984,UniProtKB:Q7CQ10|PTN002113865,"regulation of transcription, DNA-templated"
3985,UniProtKB:Q7CQ10|PTN002113865,DNA-binding transcription factor activity
3986,UniProtKB:Q7CQ10|PTN002113865,cytosol
3987,UniProtKB:Q7CQ09|PTN001922287,lactose:proton symporter activity
3988,UniProtKB:Q7CQ09|PTN001922287,integral component of plasma membrane
3989,UniProtKB:Q7CQ09|PTN001922287,organic substance transport
3990,UniProtKB:Q7CQ09|PTN001922287,lactose binding
3991,UniProtKB:Q7CQ08|PTN001669086,tRNA-specific adenosine-34 deaminase activity
3992,UniProtKB:Q7CQ08|PTN001669086,tRNA wobble adenosine to inosine editing
3993,UniProtKB:Q7CQ08|PTN001669086,tRNA-specific adenosine-34 deaminase complex
3994,UniProtKB:Q7CQ05|PTN002014965,threonine catabolic process
3995,UniProtKB:Q7CQ05|PTN002014965,formate C-acetyltransferase activity
3996,UniProtKB:Q7CQ05|PTN002014965,cytosol
3997,UniProtKB:Q7CQ04|PTN001738548,cytosol
3998,UniProtKB:Q7CQ04|PTN001738548,RNA methyltransferase activity
3999,UniProtKB:Q7CQ04|PTN001738548,RNA methylation
4000,UniProtKB:Q7CQ03|PTN001758500,CDP-diacylglycerol-serine O-phosphatidyltransferase activity
4001,UniProtKB:Q7CQ03|PTN001758500,cytosol
4002,UniProtKB:Q7CQ01|PTN001702100,cytoplasm
4003,UniProtKB:Q7CQ01|PTN001702100,response to unfolded protein
4004,UniProtKB:Q7CQ01|PTN001702100,ATPase activity
4005,UniProtKB:Q7CQ01|PTN001702100,cellular response to heat
4006,UniProtKB:Q7CQ00|PTN002114398,ribosome binding
4007,UniProtKB:Q7CQ00|PTN002114398,cytosolic small ribosomal subunit
4008,UniProtKB:Q7CQ00|PTN002114398,ribosomal small subunit binding
4009,UniProtKB:Q7CQ00|PTN002114398,negative regulation of translational elongation
4010,UniProtKB:Q7CPN9|PTN001952504,plasma membrane
4011,UniProtKB:Q7CPN9|PTN001952504,lipopolysaccharide floppase activity
4012,UniProtKB:Q7CPN8|PTN002021087,protein kinase activator activity
4013,UniProtKB:Q7CPN8|PTN002021087,regulation of ion transmembrane transporter activity
4014,UniProtKB:Q7CPN4|PTN002206207,ribosome
4015,UniProtKB:Q7CPN4|PTN002206207,cytosol
4016,UniProtKB:Q7CPN4|PTN002206207,positive regulation of protein catabolic process
4017,UniProtKB:Q7CPM6|PTN002013489,"regulation of transcription, DNA-templated"
4018,UniProtKB:Q7CPM6|PTN002013489,transcription regulatory region sequence-specific DNA binding
4019,UniProtKB:Q7CPM5|PTN002024594,cytosol
4020,UniProtKB:Q7CPM3|PTN002206181,plasma membrane
4021,UniProtKB:Q7CPM3|PTN002206181,regulation of cell shape
4022,UniProtKB:Q7CPL9|PTN001780211,methyltransferase activity
4023,UniProtKB:Q7CPL9|PTN001780211,cytoplasm
4024,UniProtKB:Q7CPL9|PTN001780211,site-specific DNA-methyltransferase (adenine-specific) activity
4025,UniProtKB:Q7CPL7|PTN001802098,large ribosomal subunit
4026,UniProtKB:Q7CPL7|PTN001802098,cytosolic large ribosomal subunit
4027,UniProtKB:Q7CPL7|PTN001802098,structural constituent of ribosome
4028,UniProtKB:Q7CPL6|PTN001768408,cytosolic large ribosomal subunit
4029,UniProtKB:Q7CPL6|PTN001768408,5S rRNA binding
4030,UniProtKB:Q7CPL5|PTN001716708,cytosolic large ribosomal subunit
4031,UniProtKB:Q7CPL5|PTN001716708,large ribosomal subunit rRNA binding
4032,UniProtKB:Q7CPL5|PTN001716708,structural constituent of ribosome
4033,UniProtKB:Q7CPL3|PTN001700652,ribosomal large subunit assembly
4034,UniProtKB:Q7CPL3|PTN001700652,cytosolic large ribosomal subunit
4035,UniProtKB:Q7CPL3|PTN001700652,structural constituent of ribosome
4036,UniProtKB:Q7CPK9|PTN001616826,kinase activity
4037,UniProtKB:Q7CPK4|PTN001698899,gluconokinase activity
4038,UniProtKB:Q7CPK4|PTN001698899,D-gluconate catabolic process
4039,UniProtKB:Q7CPK3|PTN002014067,"regulation of transcription, DNA-templated"
4040,UniProtKB:Q7CPK3|PTN002014067,DNA-binding transcription factor activity
4041,UniProtKB:Q7CPK3|PTN002014067,transcription regulatory region sequence-specific DNA binding
4042,UniProtKB:Q7CPJ6|PTN001953541,extrinsic component of cytoplasmic side of plasma membrane
4043,UniProtKB:Q7CPJ6|PTN001953541,cell division
4044,UniProtKB:Q7CPJ6|PTN001953541,transmembrane transport
4045,UniProtKB:Q7CPJ6|PTN001953541,plasma membrane
4046,UniProtKB:Q7CPJ6|PTN001953541,transmembrane transporter activity
4047,UniProtKB:Q7CPJ5|PTN007925462,alkenylglycerophosphocholine hydrolase activity
4048,UniProtKB:Q7CPJ5|PTN007925462,alkenylglycerophosphoethanolamine hydrolase activity
4049,UniProtKB:Q7CPJ1|PTN002205480,23S rRNA (adenine(2030)-N(6))-methyltransferase activity
4050,UniProtKB:Q7CPJ1|PTN002205480,cytosol
4051,UniProtKB:Q7CPJ1|PTN002205480,rRNA base methylation
4052,UniProtKB:Q7CPI1|PTN002014763,protein-phosphocysteine-sugar phosphotransferase activity
4053,UniProtKB:Q7CPI1|PTN002014763,plasma membrane
4054,UniProtKB:Q7CPI1|PTN002014763,phosphoenolpyruvate-dependent sugar phosphotransferase system
4055,UniProtKB:Q7CPI0|PTN002209957,"negative regulation of transcription, DNA-templated"
4056,UniProtKB:Q7CPH7|PTN001606934,cytoplasm
4057,UniProtKB:Q7CPH7|PTN001606934,cellular response to oxidative stress
4058,UniProtKB:Q7CPH7|PTN001606934,glutathione-disulfide reductase activity
4059,UniProtKB:Q7CPH2|PTN001671747,xanthine transport
4060,UniProtKB:Q7CPH2|PTN001671747,xanthine transmembrane transporter activity
4061,UniProtKB:Q7CPH2|PTN001671747,integral component of plasma membrane
4062,UniProtKB:Q7CPH1|PTN001682498,organic substance transport
4063,UniProtKB:Q7CPH1|PTN001682498,transporter activity
4064,UniProtKB:Q7CPH1|PTN001682498,integral component of plasma membrane
4065,UniProtKB:Q7CPF7|PTN001715887,"negative regulation of transcription, DNA-templated"
4066,UniProtKB:Q7CPF5|PTN001633969,cytosol
4067,UniProtKB:Q7CPF3|PTN002015801,acetolactate synthase activity
4068,UniProtKB:Q7CPF3|PTN002015801,cytosol
4069,UniProtKB:Q7CPF3|PTN002015801,isoleucine biosynthetic process
4070,UniProtKB:Q7CPF3|PTN002015801,valine biosynthetic process
4071,UniProtKB:Q7CPE9|PTN002023671,cytochrome-c peroxidase activity
4072,UniProtKB:Q7CPE8|PTN002283055,lysine biosynthetic process via aminoadipic acid
4073,UniProtKB:Q7CPE8|PTN002283055,holo-[acyl-carrier-protein] synthase activity
4074,UniProtKB:Q7CPE5|PTN001727598,"proton-transporting ATP synthase activity, rotational mechanism"
4075,UniProtKB:Q7CPE5|PTN001727598,ATP synthesis coupled proton transport
4076,UniProtKB:Q7CPE5|PTN001727598,"proton-transporting ATP synthase complex, catalytic core F(1)"
4077,UniProtKB:Q7CPE3|PTN001686178,integral component of plasma membrane
4078,UniProtKB:Q7CPE3|PTN001686178,plasma membrane ATP synthesis coupled proton transport
4079,UniProtKB:Q7CPE3|PTN001686178,"proton-transporting ATP synthase activity, rotational mechanism"
4080,UniProtKB:Q7CPE3|PTN001686178,"proton-transporting ATP synthase complex, coupling factor F(o)"
4081,UniProtKB:Q7CPE1|PTN001807867,"proton-transporting ATP synthase activity, rotational mechanism"
4082,UniProtKB:Q7CPE1|PTN001807867,plasma membrane
4083,UniProtKB:Q7CPE1|PTN001807867,ATP binding
4084,UniProtKB:Q7CPE1|PTN001807867,ATP synthesis coupled proton transport
4085,UniProtKB:Q7CPE1|PTN001807867,"proton-transporting ATP synthase complex, catalytic core F(1)"
4086,UniProtKB:Q7CPE1|PTN001807867,ATPase activity
4087,UniProtKB:Q7CPE1|PTN001807867,ADP binding
4088,UniProtKB:Q7CPD9|PTN002083600,plasma membrane
4089,UniProtKB:Q7CPD9|PTN002083600,integral component of membrane
4090,UniProtKB:Q7CPD5|PTN002018500,proton motive force dependent protein transmembrane transporter activity
4091,UniProtKB:Q7CPD5|PTN002018500,TAT protein transport complex
4092,UniProtKB:Q7CPD5|PTN002018500,protein transport by the Tat complex
4093,UniProtKB:Q7CPD5|PTN002018500,intracellular protein transmembrane transport
4094,UniProtKB:Q7CPC9|PTN001634079,cytosol
4095,UniProtKB:Q7CPC7|PTN001895220,"transferase activity, transferring acyl groups other than amino-acyl groups"
4096,UniProtKB:Q7CPC5|PTN002168909,efflux transmembrane transporter activity
4097,UniProtKB:Q7CPC5|PTN002168909,plasma membrane
4098,UniProtKB:Q7CPC5|PTN002168909,L-valine transmembrane transporter activity
4099,UniProtKB:Q7CPC4|PTN002155768,rhamnose catabolic process
4100,UniProtKB:Q7CPC4|PTN002155768,"racemase and epimerase activity, acting on carbohydrates and derivatives"
4101,UniProtKB:Q7CPC3|PTN001976809,integral component of membrane
4102,UniProtKB:Q7CPC3|PTN001976809,plasma membrane
4103,UniProtKB:Q7CPC3|PTN001976809,phosphorelay sensor kinase activity
4104,UniProtKB:Q7CPC2|PTN002168925,plasma membrane
4105,UniProtKB:Q7CPC1|PTN002013965,"regulation of transcription, DNA-templated"
4106,UniProtKB:Q7CPC1|PTN002013965,transcription regulatory region sequence-specific DNA binding
4107,UniProtKB:Q7CPC1|PTN002013965,DNA-binding transcription factor activity
4108,UniProtKB:Q7CPC0|PTN002019541,lipopolysaccharide core region biosynthetic process
4109,UniProtKB:Q7CPC0|PTN002019541,"phosphotransferase activity, phosphate group as acceptor"
4110,UniProtKB:Q7CPC0|PTN002019541,plasma membrane
4111,UniProtKB:Q7CPB9|PTN002017713,bacterial-type cis-regulatory region sequence-specific DNA binding
4112,UniProtKB:Q7CPB9|PTN002017713,protein-DNA complex
4113,UniProtKB:Q7CPB9|PTN002017713,DNA-binding transcription factor activity
4114,UniProtKB:Q7CPB9|PTN002017713,"regulation of transcription, DNA-templated"
4115,UniProtKB:Q7CPB4|PTN001666054,4-hydroxybenzoate octaprenyltransferase activity
4116,UniProtKB:Q7CPB4|PTN001666054,ubiquinone biosynthetic process
4117,UniProtKB:Q7CPB4|PTN001666054,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
4118,UniProtKB:Q7CPA2|PTN001917754,copper ion binding
4119,UniProtKB:Q7CPA1|PTN001688450,aspartate ammonia-lyase activity
4120,UniProtKB:Q7CPA1|PTN001688450,cytosol
4121,UniProtKB:Q7CPA1|PTN001688450,aspartate metabolic process
4122,UniProtKB:Q7CP98|PTN002022925,transmembrane transporter activity
4123,UniProtKB:Q7CP98|PTN002022925,integral component of plasma membrane
4124,UniProtKB:Q7CP98|PTN002022925,xenobiotic transmembrane transporter activity
4125,UniProtKB:Q7CP98|PTN002022925,transmembrane transport
4126,UniProtKB:Q7CP94|PTN001916007,cytosol
4127,UniProtKB:Q7CP89|PTN001865839,plasma membrane
4128,UniProtKB:Q7CP87|PTN001754619,cytosol
4129,UniProtKB:Q7CP84|PTN002024584,cytosol
4130,UniProtKB:Q7CP78|PTN001720437,deaminase activity
4131,UniProtKB:Q7CP78|PTN001720437,organonitrogen compound catabolic process
4132,UniProtKB:Q7CP78|PTN001720437,cytosol
4133,UniProtKB:Q7CP75|PTN002013576,"regulation of transcription, DNA-templated"
4134,UniProtKB:Q7CP75|PTN002013576,transcription regulatory region sequence-specific DNA binding
4135,UniProtKB:Q7CP74|PTN002861277,plasma membrane
4136,UniProtKB:Q7CP73|PTN001920947,xenobiotic transmembrane transporter activity
4137,UniProtKB:Q7CP73|PTN001920947,drug transmembrane transport
4138,UniProtKB:Q7CP73|PTN001920947,integral component of plasma membrane
4139,UniProtKB:Q7CP68|PTN002857041,response to osmotic stress
4140,UniProtKB:Q7CP68|PTN002857041,outer membrane-bounded periplasmic space
4141,UniProtKB:Q7CP65|PTN001596907,dephosphorylation
4142,UniProtKB:Q7CP65|PTN001596907,L-serine biosynthetic process
4143,UniProtKB:Q7CP65|PTN001596907,magnesium ion binding
4144,UniProtKB:Q7CP65|PTN001596907,cytoplasm
4145,UniProtKB:Q7CP65|PTN001596907,phosphoserine phosphatase activity
4146,UniProtKB:Q7CP65|PTN001596907,phosphatase activity
4147,UniProtKB:Q7CP64|PTN002210090,cytosol
4148,UniProtKB:Q7CP63|PTN002816828,phosphorelay response regulator activity
4149,UniProtKB:Q7CP63|PTN002816828,protein-DNA complex
4150,UniProtKB:Q7CP63|PTN002816828,cytosol
4151,UniProtKB:Q7CP63|PTN002816828,transcription regulatory region sequence-specific DNA binding
4152,UniProtKB:Q7CP63|PTN002816828,DNA-binding transcription activator activity
4153,UniProtKB:Q7CP63|PTN002816828,DNA-binding transcription factor activity
4154,UniProtKB:P30878|PTN001682484,organic substance transport
4155,UniProtKB:P30878|PTN001682484,integral component of plasma membrane
4156,UniProtKB:P30878|PTN001682484,transporter activity
4157,UniProtKB:P30753|PTN001840095,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
4158,UniProtKB:Q8ZS13|PTN002013342,"regulation of transcription, DNA-templated"
4159,UniProtKB:Q08698|PTN001696628,deoxyribonucleotide biosynthetic process
4160,UniProtKB:Q08698|PTN001696628,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
4161,UniProtKB:Q08698|PTN001696628,ATP binding
4162,UniProtKB:Q08698|PTN001696628,ribonucleoside-diphosphate reductase complex
4163,UniProtKB:Q8ZR02|PTN001854320,endopeptidase activity
4164,UniProtKB:Q8ZR10|PTN002221056,cellular protein modification process
4165,UniProtKB:Q8ZR10|PTN002221056,[citrate (pro-3S)-lyase] ligase activity
