,gene_id,gene_ontology
3144,STM1283,diguanylate cyclase activity
3145,STM1283,plasma membrane
3146,STM1283,cell adhesion involved in single-species biofilm formation
3150,STM1125,proline transmembrane transport
3151,STM1125,proline:sodium symporter activity
3152,STM2076,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity
3153,STM2076,histidine biosynthetic process
3154,STM2076,cytoplasm
3155,STM2076,tryptophan biosynthetic process
3156,STM2072,cytoplasm
3157,STM2072,histidine biosynthetic process
3158,STM2072,cytosol
3159,STM2072,histidinol dehydrogenase activity
3160,STM2074,imidazoleglycerol-phosphate dehydratase activity
3161,STM2074,histidine biosynthetic process
3162,STM1232,cytosol
3163,STM0985,lipopolysaccharide core region biosynthetic process
3164,STM0985,tetraacyldisaccharide 4'-kinase activity
3165,STM0985,lipid A biosynthetic process
3166,STM0985,plasma membrane
3167,STM0855,electron transfer activity
3170,STM0843,cytosol
3171,STM0626,phosphorelay response regulator activity
3172,STM0618,transporter activity
3173,STM0618,plasma membrane
3174,STM0606,"regulation of transcription, DNA-templated"
3178,STM0791,ammonia-lyase activity
3179,STM0791,histidine ammonia-lyase activity
3180,STM0791,histidine catabolic process
3181,STM0594,outer membrane-bounded periplasmic space
3182,STM0594,enterobactin transport
3183,STM0588,"2,3-dihydroxybenzoate-serine ligase activity"
3184,STM0588,cytosol
3185,STM0588,cytoplasm
3186,STM0588,enterobactin biosynthetic process
3187,STM0588,secondary metabolite biosynthetic process
3188,STM0588,phosphopantetheine binding
3189,STM0588,amino acid activation for nonribosomal peptide biosynthetic process
3190,STM0588,enterobactin synthetase complex
3191,STM0583,"ligase activity, forming carbon-nitrogen bonds"
3192,STM0575,integral component of plasma membrane
3193,STM0575,phosphoenolpyruvate-dependent sugar phosphotransferase system
3197,STM0561,phosphorelay sensor kinase activity
3198,STM0561,plasma membrane
3199,STM0561,phosphoprotein phosphatase activity
3200,STM0561,integral component of membrane
3201,STM0561,cellular response to phosphate starvation
3202,STM0558,plasma membrane
3204,STM0516,"negative regulation of transcription, DNA-templated"
3205,STM0516,DNA binding
3206,STM0516,DNA-binding transcription factor activity
3207,STM0437,ubiquitin-protein transferase activity
3208,STM0437,ubiquitin-dependent ERAD pathway
3209,STM0435,nucleotide binding
3210,STM0435,cytosol
3211,STM0421,cytosol
3212,STM0416,diaminohydroxyphosphoribosylaminopyrimidine deaminase activity
3216,STM0006,plasma membrane
3217,STM0193,outer membrane-bounded periplasmic space
3218,STM0137,"8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity"
3219,STM0137,8-oxo-dGDP phosphatase activity
3220,STM0137,DNA repair
3221,STM0137,8-oxo-GDP phosphatase activity
3222,STM0137,"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity"
3223,STM0098,plasma membrane
3224,STM0079,integral component of membrane
3225,STM0079,plasma membrane
3226,STM0071,CoA-ligase activity
3227,STM0071,carnitine-CoA ligase activity
3228,STM0071,crotonobetaine-CoA ligase activity
3230,STM2876,phosphorelay response regulator activity
3231,STM2876,transcription regulatory region sequence-specific DNA binding
3232,STM2876,DNA-binding transcription activator activity
3233,STM2876,protein-DNA complex
3234,STM2876,cytosol
3235,STM1845,signal transduction
3236,STM1845,outer membrane-bounded periplasmic space
3237,STM1845,endopeptidase activity
3242,STM3636,cell adhesion involved in single-species biofilm formation
3243,STM3636,pilus
3244,STM3636,pilus organization
3245,STM3637,pilus organization
3246,STM3637,cell adhesion involved in single-species biofilm formation
3247,STM3637,pilus
3248,STM3638,cell outer membrane
3249,STM3638,pilus assembly
3250,STM3638,fimbrial usher porin activity
3251,STM3640,cell adhesion involved in single-species biofilm formation
3252,STM3640,pilus
3253,STM3640,pilus organization
3254,STM0322,glutamate-5-semialdehyde dehydrogenase activity
3255,STM2441,sulfate transport
3256,STM2925,septum digestion after cytokinesis
3257,STM2925,cell outer membrane
3258,STM2925,cell division site
3259,STM2925,metalloendopeptidase activity
3262,STM0357,cytoplasm
3263,STM0357,methyltransferase activity
3264,STM0116,flavin adenine dinucleotide binding
3265,STM0116,isoleucine biosynthetic process
3266,STM0116,acetolactate synthase activity
3267,STM0116,valine biosynthetic process
3268,STM0116,acetolactate synthase complex
3271,STM4245,cytosol
3272,STM4245,NADPH:quinone reductase activity
3273,STM4245,AU-rich element binding
3274,STM4245,cellular response to oxidative stress
3275,STM4245,cytoplasm
3276,STM0208,dGTP catabolic process
3277,STM0208,dGTPase activity
3278,STM3468,identical protein binding
3279,STM3468,pyridoxal phosphate binding
3281,STM1913,plasma membrane
3282,STM1913,bacterial-type flagellum assembly
3283,STM1914,plasma membrane
3284,STM3958,DNA duplex unwinding
3285,STM3958,replisome
3286,STM3958,chromosome
3287,STM3958,bacterial nucleoid
3288,STM3958,cytoplasm
3289,STM3958,four-way junction helicase activity
3290,STM3958,3'-5' DNA helicase activity
3291,STM3958,DNA recombination
3292,STM3958,DNA repair
3293,STM4131,amino-acid racemase activity
3294,STM4131,glutamate racemase activity
3295,STM4131,peptidoglycan biosynthetic process
3296,STM2228,plasma membrane
3297,STM2887,plasma membrane
3298,STM2888,plasma membrane
3299,STM2891,positive chemotaxis
3300,STM2015,"peptidoglycan L,D-transpeptidase activity"
3301,STM2015,peptidoglycan-protein cross-linking
3302,STM1444,"regulation of transcription, DNA-templated"
3303,STM1444,transcription regulatory region sequence-specific DNA binding
3304,STM1444,response to stress
3305,STM4334,cytoplasm
3306,STM4334,translation elongation factor activity
3309,STM1946,cellular response to DNA damage stimulus
3310,STM1946,excinuclease repair complex
3311,STM3535,glycogen biosynthetic process
3312,STM3535,cytosol
3313,STM4568,thymidine phosphorylase activity
3314,STM4568,cytosol
3318,STM4409,protein secretion
3319,STM4409,TAM protein secretion complex
3320,STM4409,integral component of cell outer membrane
3321,STM4343,electron transfer activity
3322,STM4343,fermentation
3323,STM4343,plasma membrane fumarate reductase complex
3324,STM4343,anaerobic respiration
3325,STM4343,plasma membrane
3326,STM4343,succinate dehydrogenase activity
3327,STM4343,flavin adenine dinucleotide binding
3328,STM4289,cytosol
3329,STM4271,plasma membrane
3330,STM3909,isoleucine biosynthetic process
3331,STM3909,ketol-acid reductoisomerase activity
3332,STM3909,cytosol
3333,STM3909,valine biosynthetic process
3334,STM3055,cytosol
3335,STM2561,cytosol
3336,STM2561,enzyme regulator activity
3337,STM2561,regulation of nitrogen utilization
3338,STM2561,ATP binding
3339,STM1837,"negative regulation of DNA-templated transcription, termination"
3340,STM1837,nucleic acid binding
3341,STM1837,"transcription antitermination factor activity, RNA binding"
3342,STM1837,cytosol
3343,STM1837,regulation of gene expression
3344,STM1837,RNA binding
3345,STM3649,RNA binding
3346,STM3649,"transcription antitermination factor activity, RNA binding"
3347,STM3649,"negative regulation of DNA-templated transcription, termination"
3348,STM3649,regulation of gene expression
3349,STM3649,nucleic acid binding
3350,STM3649,cytosol
3351,STM1816,plasma membrane
3352,STM1816,division septum site selection
3353,STM1816,regulation of division septum assembly
3354,STM0485,cytosol
3355,STM0485,DNA binding
3356,STM3415,cytoplasm
3357,STM3426,structural constituent of ribosome
3358,STM3426,cytosolic small ribosomal subunit
3359,STM3423,structural constituent of ribosome
3360,STM3423,cytosolic small ribosomal subunit
3361,STM3423,translation
3362,STM3434,cytosolic small ribosomal subunit
3363,STM3434,structural constituent of ribosome
3364,STM3448,ribosome
3365,STM3448,translation
3366,STM3448,structural constituent of ribosome
3367,STM1335,large ribosomal subunit
3368,STM1335,cytosolic large ribosomal subunit
3369,STM1335,structural constituent of ribosome
3370,STM3727,structural constituent of ribosome
3371,STM3727,ribosomal large subunit assembly
3372,STM3727,large ribosomal subunit
3373,STM3727,cytosolic large ribosomal subunit
3374,STM4560,translational termination
3375,STM4560,"translation release factor activity, codon nonspecific"
3376,STM4560,cytosol
3377,STM2806,cellular protein modification process
3378,STM2806,FMN binding
3379,STM2805,cell redox homeostasis
3380,STM2805,electron transfer activity
3381,STM2166,glucan catabolic process
3382,STM2166,beta-glucosidase activity
3383,STM0012,cytosol
3384,STM0845,cytoplasm
3385,STM0845,cytosol
3386,STM0845,nucleotidyltransferase activity
3387,STM0846,molybdopterin cofactor biosynthetic process
3388,STM0846,cytoplasm
3389,STM0846,cytosol
3390,STM0846,molybdopterin adenylyltransferase activity
3391,STM0846,molybdopterin molybdotransferase activity
3392,STM0846,molybdenum incorporation into molybdenum-molybdopterin complex
3393,STM0846,Mo-molybdopterin cofactor biosynthetic process
3394,STM0584,intrinsic component of plasma membrane
3395,STM0584,holo-[acyl-carrier-protein] synthase activity
3396,STM0584,siderophore metabolic process
3397,STM0368,methylisocitrate lyase activity
3398,STM0368,"propionate catabolic process, 2-methylcitrate cycle"
3399,STM2580,cytosol
3400,STM2580,ribosomal small subunit assembly
3401,STM2580,ribosomal small subunit binding
3402,STM2580,rRNA binding
3403,STM2581,double-stranded RNA binding
3404,STM2581,RNA processing
3405,STM2581,ribonuclease III activity
3406,STM0089,error-free translesion synthesis
3410,STM4148,cytosol
3411,STM1336,structural constituent of ribosome
3412,STM1336,cytosolic large ribosomal subunit
3413,STM1336,ribosomal large subunit assembly
3414,STM4149,cytosolic large ribosomal subunit
3415,STM4149,large ribosomal subunit rRNA binding
3416,STM4149,translation
3417,STM4149,ribosomal large subunit assembly
3418,STM4149,structural constituent of ribosome
3419,STM4149,large ribosomal subunit
3420,STM3385,sequence-specific DNA binding
3421,STM3385,chromatin organization involved in regulation of transcription
3422,STM3385,cytoplasmic nucleosome
3423,STM1196,acyl binding
3424,STM1196,cytosol
3425,STM1196,lipid A biosynthetic process
3426,STM1196,acyl carrier activity
3427,STM2662,pseudouridine synthase activity
3428,STM2662,enzyme-directed rRNA pseudouridine synthesis
3429,STM2953,CTP biosynthetic process
3430,STM2953,identical protein binding
3431,STM2953,CTP synthase activity
3432,STM2953,pyrimidine nucleobase biosynthetic process
3433,STM2953,cytosol
3434,STM0392,regulation of DNA recombination
3435,STM0392,bacterial nucleoid
3436,STM0392,double-stranded DNA binding
3437,STM0875,SOS response
3438,STM0875,C-terminal protein amino acid modification
3439,STM0875,ribosomal S6-glutamic acid ligase activity
3440,STM0875,cytoplasm
3441,STM0875,"ligase activity, forming carbon-nitrogen bonds"
3444,STM3466,DNA-binding transcription factor activity
3445,STM3466,cytosol
3446,STM1520,response to stress
3447,STM1520,"regulation of transcription, DNA-templated"
3448,STM1520,transcription regulatory region sequence-specific DNA binding
3449,STM0959,sequence-specific DNA binding
3450,STM0959,cytosol
3451,STM0959,response to leucine
3452,STM0959,response to amino acid
3453,STM0959,alanine catabolic process
3454,STM3952,nickel cation transmembrane transporter activity
3455,STM3952,magnesium ion transmembrane transporter activity
3456,STM3952,cobalt ion transmembrane transporter activity
3457,STM4154,DNA-directed 5'-3' RNA polymerase activity
3458,STM3964,transcription regulatory region sequence-specific DNA binding
3459,STM3964,"regulation of transcription, DNA-templated"
3460,STM3908,"regulation of transcription, DNA-templated"
3461,STM3908,transcription regulatory region sequence-specific DNA binding
3467,STM3481,tryptophanyl-tRNA aminoacylation
3468,STM3481,tryptophan-tRNA ligase activity
3469,STM3481,cytosol
3470,STM3914,cytosol
3471,STM2428,integral component of plasma membrane
3472,STM2428,division septum assembly
3473,STM2428,cell division site
3474,STM4345,amino acid transmembrane transporter activity
3475,STM4345,amino acid transport
3480,STM2498,uracil phosphoribosyltransferase activity
3481,STM2498,cytosol
3482,STM2498,kinase activity
3483,STM1521,integral component of plasma membrane
3485,STM3970,ubiquinone biosynthetic process
3486,STM3970,methyltransferase activity
3487,STM1726,cytoplasm
3488,STM1726,tryptophan biosynthetic process
3489,STM3409,potassium ion transport
3490,STM1693,dipeptide transmembrane transporter activity
3491,STM3563,L-isoleucine transmembrane transporter activity
3492,STM3563,L-valine transmembrane transporter activity
3493,STM3563,L-leucine transmembrane transporter activity
3494,STM3563,L-valine transmembrane transport
3495,STM3563,L-alanine transport
3496,STM3563,leucine import across plasma membrane
3497,STM3563,D-alanine transport
3498,STM3563,phenylalanine transport
3499,STM3563,L-isoleucine import across plasma membrane
3500,STM3563,transmembrane transport
3501,STM3563,transmembrane transporter activity
3502,STM3563,L-phenylalanine transmembrane transporter activity
3503,STM3563,plasma membrane
3504,STM2353,plasma membrane
3505,STM2352,plasma membrane
3506,STM2352,amino acid transport
3507,STM3181,DNA topological change
3508,STM3181,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"
3509,STM3835,DNA topological change
3510,STM3835,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"
3511,STM3982,acetyl-CoA C-acyltransferase activity
3512,STM3982,fatty acid beta-oxidation
3513,STM3982,phenylacetate catabolic process
3514,STM1706,translation reinitiation
3515,STM1706,formation of translation preinitiation complex
3516,STM1706,mRNA binding
3517,STM3338,carboxylic acid transport
3518,STM3338,plasma membrane
3519,STM3338,carboxylic acid transmembrane transporter activity
3520,STM2688,trans-translation-dependent protein tagging
3521,STM2688,RNA binding
3522,STM2688,cytosol
3523,STM4256,positive regulation of helicase activity
3524,STM4256,single-stranded DNA binding
3525,STM4256,nucleoid
3526,STM1221,peptidyl-lysine desuccinylation
3527,STM1221,peptidyl-lysine demalonylation
3528,STM1221,protein-glutaryllysine deglutarylase activity
3529,STM1221,protein-malonyllysine demalonylase activity
3530,STM1221,protein deglutarylation
3531,STM1221,protein-succinyllysine desuccinylase activity
3532,STM1956,"regulation of transcription, DNA-templated"
3533,STM2555,cobalt ion binding
3534,STM2555,pyridoxal phosphate binding
3535,STM2555,glycine hydroxymethyltransferase activity
3536,STM2555,cytoplasm
3537,STM2555,serine binding
3538,STM2555,zinc ion binding
3539,STM2555,glycine biosynthetic process from serine
3540,STM2555,tetrahydrofolate metabolic process
3541,STM2555,one-carbon metabolic process
3542,STM2555,L-serine catabolic process
3543,STM2555,folic acid metabolic process
3544,STM2555,cytosol
3545,STM4147,protein transmembrane transporter activity
3546,STM4147,integral component of plasma membrane
3547,STM4147,protein transport by the Sec complex
3548,STM1195,fatty acid elongation
3549,STM1195,oxidation-reduction process
3550,STM1195,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
3551,STM3734,rRNA catabolic process
3552,STM0230,mismatch repair
3553,STM0230,"DNA replication, removal of RNA primer"
3554,STM0230,ribonuclease H2 complex
3555,STM0230,RNA-DNA hybrid ribonuclease activity
3556,STM0263,"RNA phosphodiester bond hydrolysis, endonucleolytic"
3557,STM0263,RNA-DNA hybrid ribonuclease activity
3558,STM0263,"DNA replication, removal of RNA primer"
3559,STM3447,ribosomal small subunit assembly
3560,STM3447,translation
3561,STM3447,structural constituent of ribosome
3562,STM3447,cytosolic small ribosomal subunit
3563,STM3447,ribosome
3564,STM3447,mRNA binding
3565,STM3447,rRNA binding
3566,STM0043,cytosol
3567,STM0043,small ribosomal subunit
3568,STM0043,small ribosomal subunit rRNA binding
3569,STM2676,small ribosomal subunit
3570,STM2676,structural constituent of ribosome
3571,STM3422,cytosolic large ribosomal subunit
3572,STM3728,cytosolic large ribosomal subunit
3573,STM3728,structural constituent of ribosome
3574,STM4150,RNA binding
3575,STM4150,cytosolic large ribosomal subunit
3576,STM4150,maturation of LSU-rRNA
3577,STM2673,cytosolic large ribosomal subunit
3578,STM2673,structural constituent of ribosome
3579,STM3444,"2 iron, 2 sulfur cluster binding"
3580,STM4460,cytosol
3581,STM4460,aspartate carbamoyltransferase activity
3582,STM4460,nitrogen compound metabolic process
3583,STM4460,cytoplasm
3590,STM2325,NADH dehydrogenase activity
3591,STM2325,plasma membrane respiratory chain complex I
3592,STM2326,plasma membrane
3593,STM2326,NADH dehydrogenase (ubiquinone) activity
3598,STM2550,sulfate assimilation
3599,STM2550,sulfite reductase (ferredoxin) activity
3600,STM2550,sulfite reductase complex (NADPH)
3601,STM2550,sulfite reductase activity
3602,STM2909,mismatch repair
3603,STM2909,adenine/cytosine mispair binding
3604,STM2909,mismatched DNA binding
3605,STM2909,mismatch repair complex
3606,STM2909,DNA-dependent ATPase activity
3607,STM2909,cytosol
3608,STM4152,cytosolic large ribosomal subunit
3609,STM3410,cellular water homeostasis
3610,STM3410,integral component of membrane
3611,STM3410,ion transport
3612,STM3410,mechanosensitive ion channel activity
3613,STM4151,translation
3614,STM4151,structural constituent of ribosome
3615,STM4151,large ribosomal subunit
3616,STM4151,cytosolic large ribosomal subunit
3620,STM0399,L-valine transmembrane transporter activity
3621,STM0399,leucine transport
3622,STM0399,isoleucine transport
3623,STM0399,plasma membrane
3624,STM0399,L-isoleucine transmembrane transporter activity
3625,STM0399,L-leucine transmembrane transporter activity
3626,STM0399,valine transport
3627,STM2579,double-strand break repair
3628,STM2579,bacterial nucleoid
3629,STM2433,phosphoenolpyruvate-dependent sugar phosphotransferase system
3630,STM2433,kinase activity
3631,STM2433,extrinsic component of cytoplasmic side of plasma membrane
3632,STM2582,serine-type endopeptidase activity
3633,STM2582,integral component of plasma membrane
3634,STM2582,signal peptide processing
3637,STM0317,GMP salvage
3638,STM0317,IMP salvage
3639,STM0317,XMP salvage
3640,STM0317,xanthine phosphoribosyltransferase activity
3641,STM0317,cytosol
3642,STM0317,hypoxanthine phosphoribosyltransferase activity
3648,STM0488,adenylate kinase activity
3649,STM0488,nucleoside diphosphate kinase activity
3650,STM0488,nucleoside monophosphate metabolic process
3651,STM0488,cytosol
3652,STM0488,cytoplasm
3653,STM0488,nucleoside diphosphate metabolic process
3654,STM0488,purine nucleotide metabolic process
3655,STM2502,phosphorus metabolic process
3656,STM2502,pyrophosphatase activity
3657,STM2502,polyphosphate catabolic process
3658,STM2502,exopolyphosphatase activity
3662,STM3913,nucleobase-containing small molecule interconversion
3663,STM3913,phosphorus metabolic process
3664,STM3913,"guanosine-5'-triphosphate,3'-diphosphate diphosphatase activity"
3665,STM3913,pyrophosphatase activity
3667,STM3956,"1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity"
3668,STM3956,cytosol
3669,STM1192,phospholipid biosynthetic process
3670,STM3173,plasma membrane
3671,STM3173,phosphatidic acid biosynthetic process
3672,STM3173,1-acylglycerol-3-phosphate O-acyltransferase activity
3673,STM1190,cytosol
3674,STM0608,response to oxidative stress
3675,STM0608,thioredoxin peroxidase activity
3676,STM0608,cytosol
3677,STM0608,hydrogen peroxide catabolic process
3678,STM0608,cellular response to stress
3679,STM0608,cell redox homeostasis
3680,STM0411,cytosol
3681,STM2356,carboxy-lyase activity
3682,STM2799,protein-DNA complex
3683,STM2799,bent DNA binding
3684,STM2799,cytosol
3685,STM2799,DNA-binding transcription repressor activity
3686,STM2799,gene silencing
3687,STM2799,minor groove of adenine-thymine-rich DNA binding
3688,STM2799,transcription regulatory region sequence-specific DNA binding
3689,STM1751,transcription regulatory region sequence-specific DNA binding
3690,STM1751,gene silencing
3691,STM1751,protein-DNA complex
3692,STM1751,bent DNA binding
3693,STM1751,minor groove of adenine-thymine-rich DNA binding
3694,STM1751,cytosol
3695,STM1751,DNA-binding transcription repressor activity
3696,STM1071,SOS response
3699,STM0451,cytosol
3700,STM0451,DNA binding
3702,STM4170,cytosol
3703,STM4170,DNA binding
3704,STM2075,imidazoleglycerol-phosphate synthase activity
3705,STM2398,transport
3706,STM2077,imidazoleglycerol-phosphate synthase activity
3707,STM3957,calcium ion binding
3708,STM3957,integral component of cell outer membrane
3709,STM3957,phospholipase A2 activity
3710,STM4361,regulation of RNA stability
3711,STM4361,cytosol
3712,STM4361,RNA binding
3713,STM4361,"regulation of translation, ncRNA-mediated"
3714,STM3475,anaerobic respiration
3715,STM3475,nitrite reductase complex [NAD(P)H]
3716,STM3475,nitrite reductase [NAD(P)H] activity
3717,STM3938,hydroxymethylbilane synthase activity
3718,STM3938,heme biosynthetic process
3719,STM3938,cytoplasm
3720,STM1777,glutamyl-tRNA reductase activity
3721,STM1777,protoporphyrinogen IX biosynthetic process from glutamate
3722,STM4246,DNA helicase activity
3723,STM4246,cytosol
3724,STM4246,DNA unwinding involved in DNA replication
3725,STM1435,lactoylglutathione lyase activity
3726,STM1435,cytoplasm
3727,STM1435,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
3728,STM4007,nitrogen utilization
3729,STM4007,glutamate-ammonia ligase activity
3730,STM4007,membrane
3731,STM4007,glutamine biosynthetic process
3732,STM4007,cytoplasm
3733,STM3700,glycerophospholipid biosynthetic process
3734,STM3700,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity
3735,STM3700,glycerol-3-phosphate metabolic process
3736,STM3700,cytosol
3737,STM1290,glycolytic process
3738,STM1290,cytosol
3739,STM1290,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
3740,STM1970,bacterial-type flagellum-dependent cell motility
3741,STM1183,bacterial-type flagellum assembly
3742,STM1179,bacterial-type flagellum-dependent swarming motility
3743,STM1179,bacterial-type flagellum hook
3744,STM1177,bacterial-type flagellum-dependent swarming motility
3745,STM1177,bacterial-type flagellum hook
3746,STM1176,bacterial-type flagellum-dependent swarming motility
3747,STM1176,bacterial-type flagellum hook
3748,STM1175,bacterial-type flagellum hook
3749,STM1175,bacterial-type flagellum-dependent swarming motility
3750,STM2896,plasma membrane
3751,STM3159,integral component of plasma membrane
3752,STM3159,protein import
3753,STM3446,ribosome disassembly
3754,STM3446,cytosol
3757,STM0264,"DNA polymerase III, core complex"
3758,STM0264,cytosol
3759,STM0264,DNA replication proofreading
3760,STM0264,3'-5' exonuclease activity
3761,STM0013,chaperone cofactor-dependent protein refolding
3762,STM0013,cytoplasm
3763,STM0013,protein refolding
3764,STM0013,unfolded protein binding
3765,STM3947,cytosol
3766,STM3947,lysine biosynthetic process via diaminopimelate
3767,STM3947,diaminopimelate epimerase activity
3768,STM0380,cytosol
3769,STM0380,D-alanine-D-alanine ligase activity
3770,STM0380,peptidoglycan biosynthetic process
3771,STM2430,pyridoxal phosphate binding
3772,STM2430,cytoplasm
3773,STM2430,L-cysteine desulfhydrase activity
3774,STM4004,"4 iron, 4 sulfur cluster binding"
3775,STM4004,protoporphyrinogen IX biosynthetic process
3776,STM4004,coproporphyrinogen dehydrogenase activity
3777,STM4004,cytoplasm
3778,STM4004,porphyrin-containing compound biosynthetic process
3785,STM0448,protein quality control for misfolded or incompletely synthesized proteins
3786,STM0448,ATP-dependent peptidase activity
3787,STM0448,endopeptidase Clp complex
3788,STM0448,ATPase binding
3789,STM0448,serine-type endopeptidase activity
3805,STM3864,"proton-transporting ATP synthase complex, catalytic core F(1)"
3806,STM3864,ATP synthesis coupled proton transport
3807,STM2670,cytoplasm
3808,STM2670,aromatic amino acid family biosynthetic process
3809,STM2670,3-deoxy-7-phosphoheptulonate synthase activity
3810,STM3939,adenylate cyclase activity
3811,STM3903,valine biosynthetic process
3812,STM3903,leucine biosynthetic process
3813,STM3903,branched-chain-amino-acid transaminase activity
3814,STM3903,cytosol
3815,STM3903,carboxylic acid metabolic process
3816,STM3903,aspartate biosynthetic process
3817,STM4247,pyridoxal phosphate binding
3818,STM4247,D-alanine biosynthetic process
3819,STM4247,cytosol
3820,STM4247,alanine racemase activity
3821,STM1736,acyl-CoA metabolic process
3822,STM1736,cytosol
3823,STM1736,long-chain fatty acyl-CoA binding
3824,STM1736,fatty acid metabolic process
3825,STM1736,acyl-CoA hydrolase activity
3826,STM3979,protein kinase activity
3827,STM3561,L-alanine transport
3828,STM3561,L-isoleucine import across plasma membrane
3829,STM3561,leucine import across plasma membrane
3830,STM3561,L-phenylalanine transmembrane transporter activity
3831,STM3561,D-alanine transport
3832,STM3561,L-isoleucine transmembrane transporter activity
3833,STM3561,L-leucine transmembrane transporter activity
3834,STM3561,L-valine transmembrane transporter activity
3835,STM3561,plasma membrane
3836,STM3561,L-valine import across plasma membrane
3837,STM3560,L-amino acid transport
3838,STM3560,branched-chain amino acid transmembrane transporter activity
3839,STM3486,aromatic amino acid family biosynthetic process
3840,STM3486,3-dehydroquinate synthase activity
3841,STM1194,cytosol
3842,STM1194,[acyl-carrier-protein] S-malonyltransferase activity
3843,STM1194,fatty acid biosynthetic process
3844,STM1713,"regulation of transcription, DNA-templated"
3845,STM1713,cysteine biosynthetic process
3846,STM1713,transcription regulatory region sequence-specific DNA binding
3847,STM3443,intracellular sequestering of iron ion
3848,STM3443,ferroxidase activity
3849,STM3443,heme binding
3850,STM3443,cytosol
3851,STM3443,iron ion binding
3852,STM2071,histidine biosynthetic process
3853,STM2071,ATP phosphoribosyltransferase activity
3855,STM2451,protein homodimerization activity
3857,STM1712,mRNA binding
3858,STM1712,mRNA 3'-UTR binding
3859,STM1712,aconitate hydratase activity
3860,STM1712,tricarboxylic acid cycle
3861,STM1712,"propionate metabolic process, methylcitrate cycle"
3862,STM1712,2-methylisocitrate dehydratase activity
3863,STM1712,"4 iron, 4 sulfur cluster binding"
3864,STM3469,tetrahydrofolate biosynthetic process
3865,STM3469,4-amino-4-deoxychorismate synthase activity
3866,STM1959,protein binding
3867,STM1959,protein binding
3868,STM1959,protein binding
3869,STM1959,protein binding
3870,STM1959,protein binding
3871,STM1959,protein binding
3872,STM1959,protein binding
3873,STM1920,protein binding
3874,STM1920,protein binding
3875,STM1920,positive regulation of receptor clustering
3876,STM1961,protein binding
3877,STM1961,protein binding
3878,STM1961,protein binding
3879,STM1961,protein binding
3880,STM1172,protein binding
3881,STM1172,protein binding
3882,STM1172,protein binding
3883,STM1172,protein binding
3884,STM3712,lipopolysaccharide core region biosynthetic process
3885,STM1972,protein binding
3886,STM1972,protein binding
3887,STM1972,identical protein binding
3888,STM1974,protein binding
3889,STM1974,protein binding
3890,STM2087,O antigen biosynthetic process
3891,STM2087,abequosyltransferase activity
3892,STM2094,"dTDP-4-dehydrorhamnose 3,5-epimerase activity"
3893,STM2094,lipopolysaccharide biosynthetic process
3894,STM2094,extracellular polysaccharide biosynthetic process
3898,STM2096,dTDP-4-dehydrorhamnose reductase activity
3899,STM2096,lipopolysaccharide biosynthetic process
3900,STM2096,extracellular polysaccharide biosynthetic process
3901,STM2097,"dTDP-glucose 4,6-dehydratase activity"
3902,STM2097,lipopolysaccharide biosynthetic process
3903,STM2097,extracellular polysaccharide biosynthetic process
3904,STM2097,NADH binding
3905,STM2016,nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity
3916,STM2020,cobalt ion transport
3917,STM2020,ATP-binding cassette (ABC) transporter complex
3918,STM2022,cobalt ion transport
3919,STM2022,ATP-binding cassette (ABC) transporter complex
3920,STM2023,cobalt ion transport
3921,STM2023,ATP-binding cassette (ABC) transporter complex
3922,STM3909,magnesium ion binding
3923,STM3909,ketol-acid reductoisomerase activity
3924,STM2025,tetrapyrrole binding
3925,STM2025,cobalt ion binding
3941,STM0007,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity
3942,STM2829,protein binding
3943,STM2829,protein binding
3944,STM2829,positive chemotaxis
3945,STM2829,regulation of bacterial-type flagellum-dependent cell motility
3946,STM2829,positive regulation of receptor clustering
3951,STM1358,3-dehydroquinate dehydratase activity
3952,STM1358,3-dehydroquinate dehydratase activity
3953,STM1358,"3,4-dihydroxybenzoate biosynthetic process"
3954,STM1358,"3,4-dihydroxybenzoate biosynthetic process"
3956,STM3905,threonine metabolic process
3960,STM0584,holo-[acyl-carrier-protein] synthase activity
3961,STM0584,enterobactin biosynthetic process
3962,STM0584,enterobactin synthetase complex
3963,STM0584,intrinsic component of plasma membrane
3964,STM0369,"propionate metabolic process, methylcitrate cycle"
3965,STM0369,citrate synthase activity
3966,STM0369,citrate synthase activity
3967,STM0369,2-methylcitrate synthase activity
3968,STM0369,2-methylcitrate synthase activity
3969,STM0368,magnesium ion binding
3970,STM0368,magnesium ion binding
3971,STM0368,"propionate catabolic process, 2-methylcitrate cycle"
