Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified,RNA,RNA_strains
90371.3780,Salmonella enterica subsp. enterica serovar Typhimurium strain S00399-10,,90371,WGS,,,,,MLST.Salmonella_enterica.19,,,,,31266478,,,,ERR1251654,,,,,,20x,,,,94,4948976,52.096737,5049,,,,,1992-2012,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.1,96.3,,,,Good,2020-02-28T19:19:46.990Z,2020-02-28T19:19:46.990Z,No_RNA_Seq,
1620419.107,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain BCW_2050,,1620419,WGS,BCW_2050,,,,MLST.Salmonella_enterica.19,,,,2017-03-17T00:00:00Z,,PRJNA203445,SAMN02367862,GCA_002032165.1,,MXIQ00000000,,,,,20x,,,,104,5119486,51.98,5281,,,Chicken Breast,,2010,United States,USA: New York,,,,,,"Chicken, Gallus gallus",,,,,,,,,,,,,,,,,,,,,99.6,98.7,100,0.5,,Good,2017-05-27T13:32:18.736Z,2017-05-27T13:32:18.736Z,No_RNA_Seq,
1620419.52,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain CVM N51303,,1620419,WGS,CVM N51303,Typhimurium var. 5-,,,MLST.Salmonella_enterica.19,,,,2015-08-05T00:00:00Z,27381390,PRJNA242614,SAMN03894394,GCF_001247275.1,SRR2567196,LHOJ01000000,,FDA,,Illumina Miseq,48x,CLC Genomics Workbench v. 6.0.2,,,71,4896547,52.06,5049,4667,,Chicken Breast,,2013,United States,USA: NY,,,,,,,,,,,,,Resistant;Susceptible,AMR Panel,,,,,,,,,,,The study goal is to look at the phenotype and genotype correlation in Salmonella enterica with different antibiotic resistance patterns.,collected_by:FDA,99.6,99,100,,,Good,2016-01-17T16:56:51.982Z,2016-01-17T16:56:51.982Z,No_RNA_Seq,
90371.3593,Salmonella enterica subsp. enterica serovar Typhimurium strain HIY0068,,90371,WGS,HIY0068,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2019-07-15T00:00:00Z,30902850,PRJNA507471,SAMN11877270,GCA_006381455.2,,VCXH02000000,,Water Quality and Environmental Biotechnology Lab,,Illumina MiSeq,39x,SPAdes v. 3.13.0,,,114,4970979,52.13172,5177,4853,,"Municipal wastewater, Sand Island WWTP",,2010-06-21,USA,USA:HI,,,,,,,,,,,,,,,,,,,,,,,,,"De novo assemblies of Salmonella enterica isolates from municipal wastewater to search for genes of interest (antibiotic resistance, virulence, etc.).",collected_by:Tao Yan lab (UH Manoa),99.8,98.4,,,,Good,2019-09-30T07:16:57.380Z,2019-09-30T07:16:57.380Z,No_RNA_Seq,
90371.2947,Salmonella enterica subsp. enterica serovar Typhimurium strain 662ST,,90371,WGS,662ST,Typhimurium,,,,,,,2018-04-30T00:00:00Z,,PRJNA448929,SAMN08873686,GCA_003074615.1,,QAWI01000000,,State University of Campinas,,Illumina HiSeq,70.0x,Velvet v. 2.2.4,,,36,4851244,52.158176,4938,,,stool,,1999,Brazil,Brazil: Ribeirao Preto,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Sequencing and assembly the genome of several Salmonella enterica subsp. enterica strains,sample_type:convenience sample,99.6,99.1,100,,,Good,2018-05-30T17:05:11.640Z,2018-05-30T17:05:11.640Z,No_RNA_Seq,
990282.4,Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1,Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1,990282,Complete,UK-1,serovar Typhimurium,,,MLST.Salmonella_enterica.19,,,,2011-05-13T00:00:00Z,,PRJNA63211,SAMN02602986,GCA_000213635.1,,"CP002614,CP002615","NC_016863.1,NC_016864.1",Arizona State University,complete,,20x,,1,1,2,4911145,52.22,4928,4555,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,"Center for Infectious Diseases and Vaccinology, The Biodesign Institute, Arizona State University",,99.7,99.3,100,,,Good,2014-12-08T22:12:52.939Z,2015-03-16T03:17:09.594Z,RNA_Seq,UK-1
85569.358,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain CH29,,85569,WGS,CH29,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2015-06-13T00:00:00Z,24030491,PRJEB2746,SAMEA1568536,GCF_001350255.1,ERR211866,CIJW01000000,,SC,,,20x,,,,50,4980342,52.11,5129,4668,,,,2002,Canada,Canada,,,,,,"Human, Homo sapiens",,,,,,host_health_state:not known,Resistant;Susceptible,AMR Panel,,,,,,,,,,,"http://www.sanger.ac.uk/resources/downloads/bacteria/ This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/",isolate:CH29,99.8,99,100,,,Good,2016-01-17T17:22:09.892Z,2016-01-17T17:22:09.892Z,No_RNA_Seq,
90371.1864,Salmonella enterica subsp. enterica serovar Typhimurium strain CFSAN033852,,90371,WGS,CFSAN033852,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2016-03-21T00:00:00Z,,PRJNA186035,SAMN03941084,GCF_001595275.1,,LVGY00000000,,Center for Food Safety and Applied Nutrition,,Illumina NextSeq,93x,SPAdes v. 3.0.0,,,139,5094809,52,5353,4865,,feces,,1983,Brazil,Brazil,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Currently encompasses whole genome sequencing of cultured pathogens as part of a surveillance project for the rapid detection of outbreaks of foodborne illnesses,collected_by:Adolfo Lutz Institute of Ribeirao Preto,99.6,98.4,99.8,,,Good,2016-04-27T18:09:58.461Z,2016-04-27T18:09:58.461Z,No_RNA_Seq,
85569.81,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain V41,,85569,WGS,V41,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2015-06-14T00:00:00Z,24030491,PRJEB2189,SAMEA773560,GCF_001216485.1,ERR026032,CTAZ01000000,,SC,,,20x,,,,103,4864472,52.06,4969,4554,,,"derived isolates, we have used whole-genome sequencing to dissect the phylogenetic associations of the bacterium and its antimicrobial resistance genes through the course of an epidemic",1994,United Kingdom,Scotland,,,,,,"Cow, Bos taurus",,,,,,host_health_state:not known,Susceptible;Resistant,AMR Panel,,,,,,,,,,,"'Distinguishable epidemics of multidrug-resistant Salmonella Typhimurium DT104 in different hosts.' Pubmed ID: 24030491. The global epidemic of multidrug-resistant Salmonella Typhimurium DT104 provides an important example, both in terms of the agent and its resistance, of a widely disseminated zoonotic pathogen. Here, with an unprecedented national collection of isolates collected contemporaneously from humans and animals and including a sample of internationally derived isolates, we have used whole-genome sequencing to dissect the phylogenetic associations of the bacterium and its antimicrobial resistance genes through the course of an epidemic. Contrary to current tenets supporting a single homogeneous epidemic, we demonstrate that the bacterium and its resistance genes were largely maintained within animal and human populations separately and that there was limited transmission, in either direction. We also show considerable variation in the resistance profiles, in contrast to the largely stable bacterial core genome, which emphasizes the critical importance of integrated genotypic data sets in understanding the ecology of bacterial zoonoses and antimicrobial resistance.",isolate:V41,99.8,98.5,100,1.8,,Good,2016-01-17T16:47:30.123Z,2016-01-17T16:47:30.123Z,No_RNA_Seq,
1171376.3,Salmonella enterica subsp. enterica serovar Typhimurium str. U288,Salmonella enterica subsp. enterica serovar Typhimurium str. U288,1171376,Complete,U288,serovar Typhimurium,,,,,,,2013-04-23T00:00:00Z,,PRJNA157919,SAMN02604233,GCA_000380325.1,,"CP003836.1,CP004059.1,CP004058.1,CP004060.1","NC_021151.1,NC_021156.1,NC_021155.1,NC_021157.1",University of Nottingham,complete,454,20x,CLC Genomics workbench,1,3,4,5017059,52.2438,5099,4798,,,,,,,,,,,,,,,,,,,,,Negative,Bacilli,Yes,No,,,,,,,"Over the last decade Salmonella Typhimurium U288 (STU288) has established itself in UK pig production premises.  The microorganism displays enhanced pathogenicity towards pigs compared with other serovars, and as such has proven to be of both economic and veterinary importance.  Also, an outbreak of STU288 in Denmark during 2008 resulted in the death of a number of elderly pepople.  Due to the position of STU288 in the food-chain, knowledge of the genetic make-up of this multi drug resistant strain is essential if efforts are to be made to reduce its prevalence in the UK.",,99.5,99,100,,,Good,2014-12-08T22:12:52.928Z,2015-03-16T03:17:09.594Z,No_RNA_Seq,
90371.2936,Salmonella enterica subsp. enterica serovar Typhimurium strain 69,,90371,WGS,69,Typhimurium,,,,,,,2018-05-02T00:00:00Z,,PRJNA433689,SAMN08514283,GCA_003120695.1,,QDRX01000000,,Keri Norman's shared submissions,,Illumina MiSeq,93x,SPAdes v. 3.10.1,,,86,4903117,52.161533,5226,5000,,feces,,2008,United States,USA: Texas,,,,,,"Horse, Equus caballus",,,Salmonellosis,,,,Susceptible,AMR Panel,,,,,,,,,,,Serotype diversity and Antimicrobial resistance among Salmonella enterica from patients at an equine referral hospital,collected_by:Texas A&M University;sample name:ME2L-17-69,99.9,99,100,0.5,,Good,2018-05-30T14:28:23.780Z,2018-05-30T14:28:23.780Z,No_RNA_Seq,
90371.3828,Salmonella enterica subsp. enterica serovar Typhimurium strain S03862-13,,90371,WGS,,,,,MLST.Salmonella_enterica.19,,,,,31266515,,,,ERR1251483,,,,,,20x,,,,54,4881691,52.19562,4939,,,,,1992-2012,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2,96.4,,,,Good,2020-02-28T19:39:17.046Z,2020-02-28T19:39:17.046Z,No_RNA_Seq,
90371.699,Salmonella enterica subsp. enterica serovar Typhimurium strain smonpas008251-5,,90371,WGS,smonpas008251-5,Typhimurium,,,,,,,2015-06-12T00:00:00Z,,PRJNA266093,SAMN03162153,GCA_001027595.1,SRR1649157,LECB01000000,,IZSAM,,IonTorrent,18.0x,SPADES v. 3.1.0,,,14,4745457,52.23,5543,3474,,sewage,,02-Apr-2014,Italy,Italy: Marana,,,,,,,,,,,,,,,,,,,,,,,,,"S. enterica ser. Typhimurium monophasic variant 1,4,[5],12:i:-, Italy 2013-2014;many frameshifted proteins",collected_by:Regional environmental protection agency,99.8,88.8,99.5,17.5,,Good,2016-01-17T16:07:10.494Z,2016-01-17T16:07:10.494Z,No_RNA_Seq,
718274.8,Salmonella enterica subsp. enterica serovar Typhimurium str. T000240,Salmonella enterica subsp. enterica serovar Typhimurium str. T000240,718274,Complete,T000240,serovar Typhimurium,,,MLST.Salmonella_enterica.19,,,,2010-11-29T00:00:00Z,,PRJNA45951,,GCA_000283735.1,,"AP011957,AP011958,AP011959","NC_016860.1,NC_016861.1,NC_016862.1",National Institute of Technology and Evaluation|National Institute of Infectious Diseases,complete,,20x,,1,2,3,5069994,52.25,5071,4871,,,isolated in Japan in 2000,2000,Japan,Japan,,,,,,,,,,,,,,,-,Rod,Yes,No,Mesophilic,-,,Facultative,Multiple,Gastroenteritis;Food poisoning,Salmonella enterica subsp. enterica serovar Typhimurium str. T000240. This strain was isolated in Japan in 2000. It is of definitive phage type 12 (DT12) and resistant against mulitple antimicrobials including fluoroquinolones.,,99.5,99,99.5,0.7,,Good,2014-12-08T22:12:52.910Z,2015-03-16T03:17:09.594Z,No_RNA_Seq,
90371.3937,Salmonella enterica subsp. enterica serovar Typhimurium strain ISU-SAL243-14,,90371,WGS,ISU-SAL243-14,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2020-03-02T00:00:00Z,32083096,PRJNA575700,SAMN12906839,,,WIDG01000000,,Iowa State University College of Veterinary Medicine,,Illumina MiSeq,20x,SPAdes v. 3.9.0,,,117,4976706,52.091183,5246,4911,,intestinal contents,,2014,,USA,,,,,,"Pig, Sus scrofa",,,,,,,,,,,,,,,,,,,"Five isolates of Salmonella enterica were selected for use in pathogenicity studies in swine followed by whole genome sequencing for evaluation of sequence type, phylogeny, and virulence factor presence. The following serovars are represented in this data set: Typhimurium (two isolates); 4,[5],12:i:- (two isolates); and Derby (one isolate). All isolates were selected from clinical specimens of swine diagnosed with histologic evidence of salmonellosis.",sample_type:pure culture,97.1,96,,,,Good,2020-04-11T22:52:46.806Z,2020-04-11T22:52:46.806Z,No_RNA_Seq,
90371.3870,Salmonella enterica subsp. enterica serovar Typhimurium strain S10543-93,,90371,WGS,,,,,MLST.Salmonella_enterica.34,,,,,31266561,,,,ERR1251565,,,,,,20x,,,,93,5203275,51.89762,5338,,,,,1992-2012,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2,95.9,,,,Good,2020-02-28T19:59:07.179Z,2020-02-28T19:59:07.179Z,No_RNA_Seq,
1620419.72,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain CVM N29343,,1620419,WGS,CVM N29343,Typhimurium var. 5-,,,MLST.Salmonella_enterica.19,,,,2015-12-22T00:00:00Z,27381390,PRJNA242614,SAMN02699197,GCF_001478625.1,SRR3665004,JYTW01000000,,FDA,,Illumina Miseq,77.2x,CLC Genomics Workbench v. 6.0.2,,,94,5011909,52.11,5174,4758,,Chicken Breast,,2011,United States,USA: NY,,,,,,,,,,,,,Susceptible;Resistant,AMR Panel,,,,,,,,,,,The study goal is to look at the phenotype and genotype correlation in Salmonella enterica with different antibiotic resistance patterns.,collected_by:FDA,99.8,99.2,100,,,Good,2016-01-31T19:07:51.581Z,2016-01-31T19:07:51.581Z,No_RNA_Seq,
90371.3205,Salmonella enterica subsp. enterica serovar Typhimurium strain PRKN134 strain SEN134,,90371,WGS,SEN134,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2019-06-03T00:00:00Z,,PRJNA543125,SAMN11662129,GCA_005938555.1,,VCQG01000000,,NCTR,,Illumina MiSeq,50.0x,CLC NGS Cell v. April-2019,,,130,4508660,52.003326,4807,4485,,different sources,isolated from different sources,,USA,USA: West Virginia,,,,,,"Chicken, Gallus gallus",,,,,,,,,,,,,,,,,,,"We are sequencing Salmonella enterica strains containing Incompatibility group I1 (Inc I1) plasmids, isolated from different sources. Salmonella is a leading foodborne pathogen causing considerable toll on our health care and economy. Antimicrobial resistance and virulence are key characteristics of clinically relevant Salmonella strains. Mobile genetic elements like Inc I1 plasmids are associated with transfer of genetic determinants of resistance and virulence. Information from this project will give insight into IncI1 variations in different hosts. This would improve our understanding about antimicrobial resistance and pathogenicity of Salmonella strains from different hosts and can give us tools to manage them successfully.",sample_type:whole organism,95,94.2,,,,Good,2019-07-17T10:31:29.124Z,2019-07-17T10:31:29.124Z,No_RNA_Seq,
90371.909,Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N29313,,90371,WGS,CVM N29313,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2015-12-22T00:00:00Z,27381390,PRJNA242614,SAMN02699190,GCF_001477735.1,SRR3664974,JYTP01000000,,FDA,,Illumina Miseq,47.4x,CLC Genomics Workbench v. 6.0.2,,,138,4850831,52.09,5024,4626,,Chicken Breast,,2011,United States,USA: MD,,,,,,,,,,,,,Resistant;Susceptible,AMR Panel,,,,,,,,,,,The study goal is to look at the phenotype and genotype correlation in Salmonella enterica with different antibiotic resistance patterns.,collected_by:FDA,99.3,98.2,99.3,2.3,,Good,2016-01-31T18:14:33.394Z,2016-01-31T18:14:33.394Z,No_RNA_Seq,
90371.913,Salmonella enterica subsp. enterica serovar Typhimurium strain CVM N31395,,90371,WGS,CVM N31395,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2015-12-22T00:00:00Z,27381390,PRJNA242614,SAMN02699233,GCF_001478125.1,SRR3665130,JYVG01000000,,FDA,,Illumina Miseq,59.3x,CLC Genomics Workbench v. 6.0.2,,,116,5107417,52.02,5313,4867,,Ground Turkey,,2011,United States,USA: CT,,,,,,,,,,,,,Resistant;Susceptible,AMR Panel,,,,,,,,,,,The study goal is to look at the phenotype and genotype correlation in Salmonella enterica with different antibiotic resistance patterns.,collected_by:FDA,99.6,99,100,,,Good,2016-01-31T18:32:19.510Z,2016-01-31T18:32:19.510Z,No_RNA_Seq,
85569.92,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104 strain H69,,85569,WGS,H69,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2015-06-13T00:00:00Z,24030491,PRJEB2189,SAMEA773531,GCF_001217025.1,ERR026096,CTAT01000000,,SC,,,20x,,,,84,5044016,52.14,5178,4728,,,"derived isolates, we have used whole-genome sequencing to dissect the phylogenetic associations of the bacterium and its antimicrobial resistance genes through the course of an epidemic",1996,United Kingdom,Scotland,,,,,,"Human, Homo sapiens",,,,,,host_health_state:not known,Susceptible;Resistant,AMR Panel,,,,,,,,,,,"'Distinguishable epidemics of multidrug-resistant Salmonella Typhimurium DT104 in different hosts.' Pubmed ID: 24030491. The global epidemic of multidrug-resistant Salmonella Typhimurium DT104 provides an important example, both in terms of the agent and its resistance, of a widely disseminated zoonotic pathogen. Here, with an unprecedented national collection of isolates collected contemporaneously from humans and animals and including a sample of internationally derived isolates, we have used whole-genome sequencing to dissect the phylogenetic associations of the bacterium and its antimicrobial resistance genes through the course of an epidemic. Contrary to current tenets supporting a single homogeneous epidemic, we demonstrate that the bacterium and its resistance genes were largely maintained within animal and human populations separately and that there was limited transmission, in either direction. We also show considerable variation in the resistance profiles, in contrast to the largely stable bacterial core genome, which emphasizes the critical importance of integrated genotypic data sets in understanding the ecology of bacterial zoonoses and antimicrobial resistance.",isolate:H69,99.7,99,100,1,,Good,2016-01-17T16:47:39.742Z,2016-01-17T16:47:39.742Z,No_RNA_Seq,
90371.3994,Salmonella enterica subsp. enterica serovar Typhimurium strain 2432,,90371,WGS,2432,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2020-04-28T00:00:00Z,,PRJNA615169,SAMN14447217,,,"JAATML010000010,JAATML010000011,JAATML010000012,JAATML010000013,JAATML010000014,JAATML010000015,JAATML010000016",,Curtin University,,Illumina MiSeq,60.0x,SPAdes v. JULY-2018,,,46,4716219,52.186317,4753,4438,,cattle feces,,20-Mar-2013,,Australia,,,,,,"Cow, Bos taurus",,,,,,,,,,,,,,,,,,,Whole genome sequencing of Salmonella Typhimurium 2432 isolated from cattle faeces in Australia,collected_by:CSIRO,97.1,96,,,,Good,2020-06-03T23:19:18.383Z,2020-06-03T23:19:18.383Z,No_RNA_Seq,
90371.902,Salmonella enterica subsp. enterica serovar Typhimurium strain ST2287,,90371,WGS,ST2287,,,,MLST.Salmonella_enterica.5099,,,,2015-09-22T00:00:00Z,26370680,PRJNA264276,SAMN03121816,GCF_001295745.1,,JRZH01000000,,The Chinese University of Hong Kong,,454,20.0x,GS De Novo Assembler v. 2.8,,,84,4956093,52.26,5102,4695,,Stool,,1995,China,Hong Kong,,,,,,"Human, Homo sapiens",female,11,Salmonella gastroenteritis,,,,,,,,,,,,,,,,Next generation genome sequencing reveals phylogenetic clades with different level of virulence among Salmonella Typhimurium clinical human isolates in Hong Kong,collected_by:Hoi-Shan Kwan's Lab,99.7,98.8,100,0.7,,Good,2016-01-17T17:10:21.079Z,2016-01-17T17:10:21.079Z,No_RNA_Seq,
90371.3022,Salmonella enterica subsp. enterica serovar Typhimurium strain UGA13,,90371,WGS,UGA13,Typhimurium,,,MLST.Salmonella_enterica.313,,,,2018-08-14T00:00:00Z,,PRJNA387625,SAMN07160182,GCA_003386415.1,,NHQY01000000,,Los Alamos National Laboratory,,Illumina HiSeq,389x,Velvet v. 1.2.08,,,43,4952855,52.18673,5225,5036,,blood,,2003,Kenya,Kenya,,,,,,"Human, Homo sapiens",,,gastroenteritis,,,,,,,,,,,,,,,,"The significant problems of emerging invasiveness and AMR are exemplified by NTS in high disease burden environments such as Siaya, Kenya. We bring together clinically and epidemiologically relevant samples, systematic phenotypic comparison, and comparative genomic analysis of four evolutionary mechanisms to shed light on a variety of evolutionary processes that shape the emergence of invasive and AMR phenotypes for NTS",collected_by:DJ Perkins,99.8,98.9,100,1,,Good,2018-09-30T15:30:00.520Z,2018-09-30T15:30:00.520Z,No_RNA_Seq,
90371.3208,Salmonella enterica subsp. enterica serovar Typhimurium strain 14028,,90371,Complete,14028,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2019-06-06T00:00:00Z,,PRJNA509103,SAMN10537407,GCA_006088735.1,,"CP034479,CP034480",,Zhejiang Tianke High Technology Development Co.Ltd.,,Oxford Nanopore GridION,161.0x,Unicycler v. Unicycler v0.4.5,1,1,2,4964093,52.21385,5144,4877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salmonella enterica Genome sequencing and assembly,sample_type:single cell,99.9,99.4,,,,Good,2019-07-17T10:38:32.390Z,2019-07-17T10:38:32.390Z,RNA_Seq,14028
90371.3610,Salmonella enterica subsp. enterica serovar Typhimurium strain E94H1,,90371,WGS,E94H1,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2019-06-24T00:00:00Z,,PRJNA449363,SAMN12004713,GCA_006443355.1,,VFXO01000000,,Texas A&M University,,Illumina,100x,SPAdes v. 3.13.1,,,101,4924504,52.141758,5120,4814,,pork,,25-Mar-2015,USA,USA: TX,,,,,,"Pig, Sus scrofa",,,commensal,,,,,,,,,,,,,,,,"Salmonella enterica (non-Typhi) is one of the most common food-borne pathogens, primarily originating in agricultural animals, which can enter the food chain and cause salmonellosis in humans. Importantly a small number of serovars of Salmonella are responsible for the majority of cases of human salmonellosis. Salmonella enterica serovars typically exhibit a limited range of animal hosts, often referred to as serovar-host specificity. Swine, cattle, and poultry each carry different strains of Salmonella and only certain strains cause infectious disease in these hosts, with the remaining strains carried in a subclinical status or in a commensal relationship. In recent years, the Centers for Disease Control and Prevention has reported a rise in human foodborne illnesses related to antibiotic resistant Salmonella enterica serovar I 4,[5], 12:i:- largely associated with the consumption of contaminated pork. Salmonella I 4,[5], 12:i:- is a serovar antigenically similar to Salmonella enterica serovar Typhimurium; however, it lacks the phase two flagellar antigen making it a monophasic variant.","collected_by:USDA in College Station, TX",99.8,98.9,,,,Good,2019-09-30T10:10:14.733Z,2019-09-30T10:10:14.733Z,No_RNA_Seq,
90371.3943,Salmonella enterica subsp. enterica serovar Typhimurium strain HS5368,,90371,WGS,HS5368,Typhimurium,,,MLST.Salmonella_enterica.19,,,,1900-01-01T00:00:00Z,,PRJNA613764,SAMN14419099,,,"JAATJO010000010,JAATJO010000011,JAATJO010000012,JAATJO010000013,JAATJO010000014,JAATJO010000015,JAATJO010000016",,University of Sao Paulo,,Illumina MiSeq,150x,CLC NGS Cell v. 10.1.1,,,93,4954118,52.11071,5133,4763,,stool sample,isolated from patients,2014,,USA,,,,,,"Human, Homo sapiens",,,Salmonella gastroenteritis,,,,,,,,,,,,,,,,"Here, we report draft genomes of five isolates of Salmonella Typhimurium associated with patients in the United States. These draft genome sequences provides valuable information for comparative genomic analyses regarding the dissemination of resistant Salmonella Typhimurium strains isolated from patients.",collected_by:North Carolina State Laboratory of Public Health,97.1,96,,,,Good,2020-04-12T08:30:59.079Z,2020-04-12T08:30:59.079Z,No_RNA_Seq,
90371.895,Salmonella enterica subsp. enterica serovar Typhimurium strain ST1660,,90371,WGS,ST1660,,,,MLST.Salmonella_enterica.19,,,,2015-09-22T00:00:00Z,26370680,PRJNA264265,SAMN03121897,GCF_001295595.1,,JRZS01000000,,The Chinese University of Hong Kong,,454,20.0x,GS De Novo Assembler v. 2.8,,,49,5001024,52.2,5163,4725,,Stool,,2006,China,Hong Kong,,,,,,"Human, Homo sapiens",male,8,Salmonella gastroenteritis,,,,,,,,,,,,,,,,Next generation genome sequencing reveals phylogenetic clades with different level of virulence among Salmonella Typhimurium clinical human isolates in Hong Kong,collected_by:Hoi-Shan Kwan's Lab,99.6,98.4,98.8,1,,Good,2016-01-17T17:10:18.492Z,2016-01-17T17:10:18.492Z,No_RNA_Seq,
90371.3863,Salmonella enterica subsp. enterica serovar Typhimurium strain S09202-95,,90371,WGS,,,,,MLST.Salmonella_enterica.34,,,,,31266556,,,,ERR1251446,,,,,,20x,,,,108,5161131,51.81535,5302,,,,,1992-2012,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2,95.7,,,,Good,2020-02-28T19:53:00.128Z,2020-02-28T19:53:00.128Z,No_RNA_Seq,
1620419.27,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- strain CVM N46825,,1620419,WGS,CVM N46825,Typhimurium var. 5-,,,MLST.Salmonella_enterica.19,,,,2015-08-05T00:00:00Z,27381390,PRJNA242614,SAMN03894204,GCF_001243105.1,SRR2567006,LHIE01000000,,FDA,,Illumina Miseq,67.2x,CLC Genomics Workbench v. 6.0.2,,,85,5015165,52.11,5168,4775,,Chicken Breast,,2013,United States,USA: CT,,,,,,,,,,,,,Susceptible;Resistant,AMR Panel,,,,,,,,,,,The study goal is to look at the phenotype and genotype correlation in Salmonella enterica with different antibiotic resistance patterns.,collected_by:FDA,99.8,99.3,100,0.3,,Good,2016-01-17T16:55:38.662Z,2016-01-17T16:55:38.662Z,No_RNA_Seq,
1365217.4,Salmonella enterica subsp. enterica serovar Typhimurium str. ST78896,Salmonella enterica subsp. enterica serovar Typhimurium str. ST78896,1365217,WGS,ST78896,Typhimurium,,,MLST.Salmonella_enterica.19,,,,2013-09-09T00:00:00Z,,PRJNA212365,SAMN02415267,GCA_000465175.1,,AUVE00000000,-,The Chinese University of Hong Kong,WGS,454,44.0x,Newbler v. 2.8,,,63,4962666,52.2,5061,,,blood,,2006,China,China: Hong Kong,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Salmonella enterica subsp. enterica serovar Typhimurium ST78896 Genome sequencing,,99.3,98.4,100,0.7,,Good,2014-12-08T22:12:52.784Z,2015-03-16T03:17:09.594Z,No_RNA_Seq,
90371.2482,Salmonella enterica subsp. enterica serovar Typhimurium strain R8_0784_R1,,90371,WGS,R8_0784_R1,,,,MLST.Salmonella_enterica.19,,,,2017-04-13T00:00:00Z,28389536,PRJNA308370,SAMN04394773,GCA_002091215.1,,NABA00000000,,,,,20x,,,,89,4979487,52.11,5245,5021,,Human,,2008,United States,USA: New York,,,,,,"Human, Homo sapiens",,,,,,,Resistant;Susceptible,AMR Panel,,,,,,,,,,,,isolate:HUM_TYPH_NY_08_R8_0784,99.8,99.3,100,,,Good,2017-05-28T17:38:36.894Z,2017-05-28T17:38:36.894Z,No_RNA_Seq,
